epochs,inner_validation_ap,inner_validation_brier,inner_validation_ece,inner_cut_date
35,0.17501026790299307,0.14179122885589102,0.1494440199625815,2025-03-13
20,0.11615223542108963,0.21014248374551664,0.2810592478180675,2025-03-13
