C,inner_validation_ap,inner_validation_brier,inner_validation_ece,inner_cut_date
1.0,0.6296346253346392,0.07801202780680544,0.030005933018152253,2025-03-13
3.0,0.6293543996079849,0.0780105634134876,0.029123124950726057,2025-03-13
0.3,0.6286967099262307,0.078124489315056,0.0324540741985731,2025-03-13
0.1,0.6244697675605954,0.078631566230175,0.032093311192434436,2025-03-13
