sample_id,site,origin_date,label_date,y,latitude,longitude,source,last_observed_event,target_value
habsos_30d:259:-818:2019-02-01,259:-818,2019-02-01,2019-03-04,0,25.98579,-81.74816,NOAA_HABSOS,0,0.0
habsos_30d:264:-820:2019-02-01,264:-820,2019-02-01,2019-03-04,0,26.4327,-81.96927,NOAA_HABSOS,0,0.0
habsos_30d:279:-829:2019-02-03,279:-829,2019-02-03,2019-03-07,0,27.976255000000002,-82.85638,NOAA_HABSOS,0,0.0
habsos_30d:281:-807:2019-02-03,281:-807,2019-02-03,2019-03-06,0,28.1505,-80.635,NOAA_HABSOS,0,0.0
habsos_30d:259:-818:2019-02-04,259:-818,2019-02-04,2019-03-07,0,25.91165,-81.72805,NOAA_HABSOS,0,0.0
habsos_30d:263:-819:2019-02-04,263:-819,2019-02-04,2019-03-06,0,26.35369,-81.8488875,NOAA_HABSOS,0,0.0
habsos_30d:264:-819:2019-02-04,264:-819,2019-02-04,2019-03-08,0,26.416155,-81.88271,NOAA_HABSOS,0,0.0
habsos_30d:264:-820:2019-02-04,264:-820,2019-02-04,2019-03-06,0,26.45195,-81.9402,NOAA_HABSOS,0,0.0
habsos_30d:265:-822:2019-02-04,265:-822,2019-02-04,2019-03-06,0,26.564312857142856,-82.16070285714285,NOAA_HABSOS,0,0.0
habsos_30d:269:-824:2019-02-04,269:-824,2019-02-04,2019-03-06,0,26.96324,-82.38565,NOAA_HABSOS,0,0.0
habsos_30d:270:-825:2019-02-04,270:-825,2019-02-04,2019-03-07,0,27.057083999999996,-82.44169600000001,NOAA_HABSOS,0,0.0
habsos_30d:276:-827:2019-02-04,276:-827,2019-02-04,2019-03-09,0,27.6055,-82.6508,NOAA_HABSOS,0,0.0
habsos_30d:276:-828:2019-02-04,276:-828,2019-02-04,2019-03-07,0,27.6133,-82.7391,NOAA_HABSOS,0,0.0
habsos_30d:279:-829:2019-02-04,279:-829,2019-02-04,2019-03-07,0,27.96035,-82.8243,NOAA_HABSOS,0,0.0
habsos_30d:285:-828:2019-02-04,285:-828,2019-02-04,2019-03-08,0,28.531923333333335,-82.75476666666667,NOAA_HABSOS,0,0.0
habsos_30d:286:-809:2019-02-04,286:-809,2019-02-04,2019-03-08,0,28.61573,-80.80228,NOAA_HABSOS,0,0.0
habsos_30d:298:-846:2019-02-04,298:-846,2019-02-04,2019-03-08,0,29.888915,-84.55908,NOAA_HABSOS,0,0.0
habsos_30d:299:-845:2019-02-04,299:-845,2019-02-04,2019-03-06,0,29.90333,-84.48667,NOAA_HABSOS,0,0.0
habsos_30d:299:-846:2019-02-04,299:-846,2019-02-04,2019-03-08,0,29.90917,-84.52617,NOAA_HABSOS,0,0.0
habsos_30d:301:-857:2019-02-04,301:-857,2019-02-04,2019-03-07,0,30.10444,-85.60833,NOAA_HABSOS,0,0.0
habsos_30d:266:-823:2019-02-05,266:-823,2019-02-05,2019-03-10,0,26.69694,-82.29639,NOAA_HABSOS,0,0.0
habsos_30d:269:-824:2019-02-05,269:-824,2019-02-05,2019-03-10,0,26.92467,-82.36189,NOAA_HABSOS,0,0.0
habsos_30d:281:-807:2019-02-05,281:-807,2019-02-05,2019-03-10,0,28.13248,-80.62418,NOAA_HABSOS,0,0.0
habsos_30d:285:-828:2019-02-05,285:-828,2019-02-05,2019-03-08,0,28.595,-82.765,NOAA_HABSOS,0,0.0
habsos_30d:285:-830:2019-02-05,285:-830,2019-02-05,2019-03-08,0,28.58333,-82.95333,NOAA_HABSOS,0,0.0
habsos_30d:299:-845:2019-02-05,299:-845,2019-02-05,2019-03-08,0,29.916,-84.434415,NOAA_HABSOS,0,0.0
habsos_30d:301:-857:2019-02-05,301:-857,2019-02-05,2019-03-07,0,30.12389,-85.65934333333333,NOAA_HABSOS,0,0.0
habsos_30d:301:-858:2019-02-05,301:-858,2019-02-05,2019-03-07,0,30.1415,-85.7125,NOAA_HABSOS,0,0.0
habsos_30d:302:-858:2019-02-05,302:-858,2019-02-05,2019-03-07,0,30.222665,-85.745115,NOAA_HABSOS,0,0.0
habsos_30d:258:-817:2019-02-06,258:-817,2019-02-06,2019-03-08,0,25.87239,-81.63966666666666,NOAA_HABSOS,0,0.0
habsos_30d:263:-819:2019-02-06,263:-819,2019-02-06,2019-03-11,0,26.360575,-81.86261999999999,NOAA_HABSOS,0,0.0
habsos_30d:265:-822:2019-02-06,265:-822,2019-02-06,2019-03-11,0,26.52636,-82.1945,NOAA_HABSOS,0,0.0
habsos_30d:267:-823:2019-02-06,267:-823,2019-02-06,2019-03-11,0,26.759131666666665,-82.22512833333333,NOAA_HABSOS,0,0.0
habsos_30d:269:-824:2019-02-06,269:-824,2019-02-06,2019-03-10,0,26.95696142857143,-82.37624000000001,NOAA_HABSOS,0,0.0
habsos_30d:270:-825:2019-02-06,270:-825,2019-02-06,2019-03-11,0,27.05504666666667,-82.43036333333333,NOAA_HABSOS,0,0.0
habsos_30d:271:-825:2019-02-06,271:-825,2019-02-06,2019-03-11,0,27.140436363636365,-82.47176363636363,NOAA_HABSOS,0,0.0
habsos_30d:272:-826:2019-02-06,272:-826,2019-02-06,2019-03-11,0,27.25281125,-82.52831125,NOAA_HABSOS,0,0.0
habsos_30d:278:-805:2019-02-06,278:-805,2019-02-06,2019-03-11,0,27.88805,-80.49474,NOAA_HABSOS,0,0.0
habsos_30d:281:-807:2019-02-06,281:-807,2019-02-06,2019-03-10,0,28.19826,-80.6125,NOAA_HABSOS,0,0.0
habsos_30d:281:-829:2019-02-06,281:-829,2019-02-06,2019-03-10,0,28.119,-82.82,NOAA_HABSOS,0,0.0
habsos_30d:297:-849:2019-02-06,297:-849,2019-02-06,2019-03-11,0,29.70213,-84.88018,NOAA_HABSOS,0,0.0
habsos_30d:297:-854:2019-02-06,297:-854,2019-02-06,2019-03-11,0,29.755076250000002,-85.34248625,NOAA_HABSOS,0,0.0
habsos_30d:302:-878:2019-02-06,302:-878,2019-02-06,2019-03-11,0,30.2528,-87.7962,NOAA_HABSOS,0,0.0
habsos_30d:302:-881:2019-02-06,302:-881,2019-02-06,2019-03-11,0,30.2374,-88.0095,NOAA_HABSOS,0,0.0
habsos_30d:303:-866:2019-02-06,303:-866,2019-02-06,2019-03-11,0,30.3746,-86.51452,NOAA_HABSOS,0,0.0
