epoch,validation_log_loss
1,0.40818506046115177
2,0.4000249604077736
3,0.3923470194274025
4,0.3838604375153468
5,0.38477430008834324
6,0.3738919408725127
7,0.38215517304582897
8,0.37177503807749146
9,0.3805964299580044
10,0.38672137304354154
11,0.3865327659279229
12,0.38343242013264767
