epoch,validation_log_loss
1,0.4683084075253924
2,0.42143835010990366
3,0.40129666040300366
4,0.394776382455101
5,0.3985342525682726
6,0.39094014577768954
7,0.39090014112053184
8,0.388237888934235
9,0.39874821250885634
10,0.3880668141458526
11,0.39071111489817306
12,0.3944871542799366
13,0.3780385536090247
14,0.37444344101944455
15,0.3745537034362522
16,0.38529678360932523
17,0.37565950585200375
18,0.38068522566387464
