model,seed,split,year,n,positives,prevalence,AP,Brier,ECE,ROC_AUC,top10_recall,top10_precision
Logistic,17,spatial_test,2021,195,2,0.010256410256410256,0.01002065145968272,0.011106706014321316,0.011451668453631676,0.24870466321243523,0.0,0.0
Logistic,17,spatial_test,2022,8,0,0.0,,0.0002357345601592386,0.012956097508311872,,,0.0
Logistic,17,spatial_test,2023,2,0,0.0,,0.005086233189969597,0.05828157875428712,,,0.0
Logistic,17,spatial_test,2024,329,17,0.05167173252279635,0.24419389419289989,0.04341156548702327,0.02029899736405504,0.904788838612368,0.47058823529411764,0.24242424242424243
Logistic,17,spatial_test,2025,249,2,0.008032128514056224,0.8333333333333333,0.006797088025095152,0.0269080770074275,0.9979757085020242,1.0,0.08
Logistic,17,spatial_test,2026,167,0,0.0,,0.00033940110720373365,0.014806916531139181,,,0.0
RandomForest,17,test,2020,285,35,0.12280701754385964,0.1937918317353522,0.1127746356507876,0.0791923680221129,0.5385142857142857,0.22857142857142856,0.27586206896551724
RandomForest,17,test,2021,773,70,0.09055627425614489,0.1210036943901786,0.08449335764365659,0.060766271437240525,0.6416581995529365,0.1,0.08974358974358974
RandomForest,17,test,2022,33,0,0.0,,0.0016715714906386627,0.02730483396784229,,,0.0
RandomForest,17,test,2023,14,0,0.0,,0.001498990897543323,0.024596380429039836,,,0.0
RandomForest,17,test,2024,993,39,0.03927492447129909,0.360101606666628,0.031045034910856778,0.011865703963968254,0.8788367467612751,0.6410256410256411,0.25
RandomForest,17,test,2025,994,14,0.014084507042253521,0.1897433775299002,0.013674975572839377,0.02233290511225384,0.9576530612244898,0.9285714285714286,0.13
RandomForest,17,test,2026,771,0,0.0,,0.0005207871448141996,0.012386132687435863,,,0.0
RandomForest,17,spatial_test,2020,102,0,0.0,,0.004141166450991318,0.05419213461102398,,,0.0
RandomForest,17,spatial_test,2021,195,2,0.010256410256410256,0.010309540779961306,0.016007670430005005,0.036591869888588015,0.27461139896373055,0.0,0.0
RandomForest,17,spatial_test,2022,8,0,0.0,,0.0017889101743923297,0.036116083787725975,,,0.0
RandomForest,17,spatial_test,2023,2,0,0.0,,0.004241183862043845,0.05356125024162937,,,0.0
RandomForest,17,spatial_test,2024,329,17,0.05167173252279635,0.2467703762509827,0.041749337113737656,0.04536218506585059,0.919683257918552,0.47058823529411764,0.24242424242424243
RandomForest,17,spatial_test,2025,249,2,0.008032128514056224,1.0,0.007094569080709633,0.039593891892656545,1.0,1.0,0.08
RandomForest,17,spatial_test,2026,167,0,0.0,,0.0003219078754900917,0.011415572086207035,,,0.0
HistGradientBoosting,17,test,2020,285,35,0.12280701754385964,0.17298798322273895,0.11486979981230148,0.0863547992458787,0.5742857142857143,0.14285714285714285,0.1724137931034483
HistGradientBoosting,17,test,2021,773,70,0.09055627425614489,0.1049358303127423,0.08849935397946487,0.06771517204997073,0.5988823409876041,0.08571428571428572,0.07692307692307693
HistGradientBoosting,17,test,2022,33,0,0.0,,0.0006953305141709585,0.016670915863246323,,,0.0
HistGradientBoosting,17,test,2023,14,0,0.0,,0.0023497254484101345,0.020816271704309653,,,0.0
HistGradientBoosting,17,test,2024,993,39,0.03927492447129909,0.3243258157674182,0.03136215172104801,0.012928341753655008,0.8821157877761651,0.5641025641025641,0.22
HistGradientBoosting,17,test,2025,994,14,0.014084507042253521,0.2625660783436992,0.014573180215878839,0.022865370685708417,0.9204081632653061,0.7857142857142857,0.11
HistGradientBoosting,17,test,2026,771,0,0.0,,0.00032056425899047155,0.012229327869422536,,,0.0
HistGradientBoosting,17,spatial_test,2020,102,0,0.0,,0.0016304221070832265,0.03057044412845365,,,0.0
HistGradientBoosting,17,spatial_test,2021,195,2,0.010256410256410256,0.009557109557109558,0.013210099562793063,0.022165923185867964,0.20984455958549225,0.0,0.0
HistGradientBoosting,17,spatial_test,2022,8,0,0.0,,0.0012334475570246444,0.027440653203803615,,,0.0
HistGradientBoosting,17,spatial_test,2023,2,0,0.0,,0.0034368151996291793,0.050354936827308606,,,0.0
HistGradientBoosting,17,spatial_test,2024,329,17,0.05167173252279635,0.23787994585193137,0.043693510656177895,0.042713592382278065,0.9130844645550528,0.4117647058823529,0.21212121212121213
HistGradientBoosting,17,spatial_test,2025,249,2,0.008032128514056224,0.45,0.006658917714505977,0.025911334529420516,0.9919028340080972,1.0,0.08
HistGradientBoosting,17,spatial_test,2026,167,0,0.0,,0.00015721962491188694,0.010399812361191203,,,0.0
EcoTemporalNet,17,test,2020,285,35,0.12280701754385964,0.18225950138295594,0.10937454670976464,0.07018631472938937,0.6529142857142858,0.2,0.2413793103448276
EcoTemporalNet,17,test,2021,773,70,0.09055627425614489,0.10393278270058351,0.08805338750618145,0.06743257469771106,0.5718349928876244,0.11428571428571428,0.10256410256410256
EcoTemporalNet,17,test,2022,33,0,0.0,,0.0002737209288271476,0.009211662139078024,,,0.0
EcoTemporalNet,17,test,2023,14,0,0.0,,0.0011633470914817654,0.01734584430533996,,,0.0
EcoTemporalNet,17,test,2024,993,39,0.03927492447129909,0.35304922584911796,0.031339082030893764,0.01388438384206924,0.8987528893189269,0.6410256410256411,0.25
EcoTemporalNet,17,test,2025,994,14,0.014084507042253521,0.13614853858349432,0.013795429348830875,0.01679931303033528,0.9195335276967931,0.6428571428571429,0.09
EcoTemporalNet,17,test,2026,771,0,0.0,,0.00027891048015855067,0.007858862827505787,,,0.0
EcoTemporalNet,17,spatial_test,2020,102,0,0.0,,0.006719257298446082,0.0684208127782619,,,0.0
EcoTemporalNet,17,spatial_test,2021,195,2,0.010256410256410256,0.01005707447298168,0.013786904923825729,0.019870845183419847,0.24352331606217614,0.0,0.0
EcoTemporalNet,17,spatial_test,2022,8,0,0.0,,0.0001933554283251602,0.010270362162126567,,,0.0
EcoTemporalNet,17,spatial_test,2023,2,0,0.0,,0.0008758291730160008,0.02842011922071396,,,0.0
EcoTemporalNet,17,spatial_test,2024,329,17,0.05167173252279635,0.24828476600736088,0.04452788653999073,0.020260451396907693,0.8904600301659125,0.5294117647058824,0.2727272727272727
EcoTemporalNet,17,spatial_test,2025,249,2,0.008032128514056224,0.8333333333333333,0.0069787289132324844,0.02745480601499841,0.9979757085020242,1.0,0.08
EcoTemporalNet,17,spatial_test,2026,167,0,0.0,,0.00017405337443740642,0.0059994219275796125,,,0.0
EcoFusion,17,test,2020,285,35,0.12280701754385964,0.19809668309817224,0.11067835150845347,0.07817676290863994,0.6393142857142857,0.2,0.2413793103448276
EcoFusion,17,test,2021,773,70,0.09055627425614489,0.10337388141670856,0.0885304683769493,0.06976744087916732,0.5808981914245072,0.07142857142857142,0.0641025641025641
EcoFusion,17,test,2022,33,0,0.0,,0.0002707452549057032,0.009012649724838676,,,0.0
EcoFusion,17,test,2023,14,0,0.0,,0.0014480484393761383,0.01721021201858965,,,0.0
EcoFusion,17,test,2024,993,39,0.03927492447129909,0.44014644344214654,0.030645567945560195,0.014349294015163369,0.9017900338655056,0.6410256410256411,0.25
EcoFusion,17,test,2025,994,14,0.014084507042253521,0.17684717516788348,0.013665470849432669,0.01771956909532068,0.9333819241982507,0.6428571428571429,0.09
EcoFusion,17,test,2026,771,0,0.0,,0.0002301621480594584,0.0071238243317761464,,,0.0
EcoFusion,17,spatial_test,2020,102,0,0.0,,0.005001311482519073,0.05816421113500471,,,0.0
EcoFusion,17,spatial_test,2021,195,2,0.010256410256410256,0.00993465206640763,0.013595055181962981,0.019180160921088724,0.227979274611399,0.0,0.0
EcoFusion,17,spatial_test,2022,8,0,0.0,,0.00017284784653490552,0.01083093235393449,,,0.0
EcoFusion,17,spatial_test,2023,2,0,0.0,,0.0010506545614318576,0.02993312669353887,,,0.0
EcoFusion,17,spatial_test,2024,329,17,0.05167173252279635,0.2638063309949164,0.044147641659446624,0.04679611054027204,0.9051659125188537,0.5882352941176471,0.30303030303030304
EcoFusion,17,spatial_test,2025,249,2,0.008032128514056224,0.8333333333333333,0.006499665100180104,0.0215809006378151,0.9979757085020242,1.0,0.08
EcoFusion,17,spatial_test,2026,167,0,0.0,,0.00012057289585035142,0.0053296080539434595,,,0.0
EcoTemporalNet,17,missing20,0,3863,158,0.04090085425834843,0.12380098362437482,0.04026554295048773,0.027004455546800664,0.7720306120705854,0.34177215189873417,0.13953488372093023
EcoTemporalNet,17,noise01,0,3863,158,0.04090085425834843,0.15066725499334568,0.03733469446085476,0.013344459373306796,0.7845231384205401,0.379746835443038,0.15503875968992248
Seasonal,17,observed_high_temperature,0,291,0,0.0,,0.0034271918547818434,0.026333449447718885,,,0.0
Persistence,17,observed_high_temperature,0,291,0,0.0,,0.0011498215859550753,0.03171241080163943,,,0.0
Logistic,17,observed_high_temperature,0,291,0,0.0,,0.0013481570211203214,0.029735248908143313,,,0.0
RandomForest,17,observed_high_temperature,0,291,0,0.0,,0.003023380937804195,0.03166353735213101,,,0.0
HistGradientBoosting,17,observed_high_temperature,0,291,0,0.0,,0.0038457708565396748,0.031951193444658625,,,0.0
EcoTemporalNet,17,observed_high_temperature,0,291,0,0.0,,0.0019357273674678562,0.02602216156934494,,,0.0
EcoFusion,17,observed_high_temperature,0,291,0,0.0,,0.002371692087994036,0.02583471663569226,,,0.0
Seasonal,42,test,2020,285,35,0.12280701754385964,0.10476190476190476,0.13219594703087623,0.17011678519998638,0.2972,0.0,0.0
Seasonal,42,test,2021,773,70,0.09055627425614489,0.07910303481806913,0.09040322087273746,0.08613713699150538,0.42707782970940866,0.05714285714285714,0.05128205128205128
Seasonal,42,test,2022,33,0,0.0,,0.0005979608318346677,0.018699942774448426,,,0.0
Seasonal,42,test,2023,14,0,0.0,,0.0030744291336128435,0.02593932200195078,,,0.0
Seasonal,42,test,2024,993,39,0.03927492447129909,0.0707512539760131,0.042383714921379115,0.04861809315702224,0.6878460463366124,0.20512820512820512,0.08
Seasonal,42,test,2025,994,14,0.014084507042253521,0.044810970255783567,0.014163419421167611,0.007551662074038304,0.80783527696793,0.07142857142857142,0.01
Seasonal,42,test,2026,771,0,0.0,,0.00015092033872199438,0.0046908039837688445,,,0.0
Seasonal,42,spatial_test,2020,102,0,0.0,,0.017087760680420422,0.08997204376635355,,,0.0
Seasonal,42,spatial_test,2021,195,2,0.010256410256410256,0.009096459096459095,0.010657061789645709,0.005206381656978671,0.2629533678756477,0.0,0.0
Seasonal,42,spatial_test,2022,8,0,0.0,,0.0010189352739218677,0.027480407878802647,,,0.0
Seasonal,42,spatial_test,2023,2,0,0.0,,0.023554053761333935,0.10860952249823747,,,0.0
Seasonal,42,spatial_test,2024,329,17,0.05167173252279635,0.2158989645704646,0.04596125601521593,0.03826105585490817,0.8493589743589743,0.47058823529411764,0.24242424242424243
Seasonal,42,spatial_test,2025,249,2,0.008032128514056224,0.029411764705882353,0.010648005884601932,0.01539371296786842,0.8117408906882592,0.0,0.0
Seasonal,42,spatial_test,2026,167,0,0.0,,0.0001510303562295523,0.00483041985793534,,,0.0
Persistence,42,test,2020,285,35,0.12280701754385964,0.18379949874686713,0.10800335526953606,0.07380311402793499,0.5965714285714285,0.2571428571428571,0.3103448275862069
Persistence,42,test,2021,773,70,0.09055627425614489,0.0920626753582769,0.08736467338575318,0.06667876578944237,0.5080979475716318,0.12857142857142856,0.11538461538461539
Persistence,42,test,2022,33,0,0.0,,0.000961458411872247,0.03100739285835313,,,0.0
Persistence,42,test,2023,14,0,0.0,,0.0009614584118722467,0.03100739285835313,,,0.0
Persistence,42,test,2024,993,39,0.03927492447129909,0.08002722353175526,0.03650749336987703,0.005375041078254707,0.5593855829704887,0.1282051282051282,0.05
Persistence,42,test,2025,994,14,0.014084507042253521,0.1148797547187889,0.013186211097652327,0.025591627569465047,0.7683673469387755,0.9285714285714286,0.13
Persistence,42,test,2026,771,0,0.0,,0.0011036469557324363,0.031539585391417505,,,0.0
Persistence,42,spatial_test,2020,102,0,0.0,,0.001498847467343847,0.03301876757890525,,,0.0
Persistence,42,spatial_test,2021,195,2,0.010256410256410256,0.010256410256410256,0.011425107024902488,0.023907293701886188,0.49222797927461137,0.0,0.0
Persistence,42,spatial_test,2022,8,0,0.0,,0.0009614584118722469,0.031007392858353126,,,0.0
Persistence,42,spatial_test,2023,2,0,0.0,,0.0009614584118722469,0.031007392858353126,,,0.0
Persistence,42,spatial_test,2024,329,17,0.05167173252279635,0.0523086894332201,0.05084731597525527,0.02757862572951418,0.5053733031674208,0.058823529411764705,0.030303030303030304
Persistence,42,spatial_test,2025,249,2,0.008032128514056224,0.5,0.006080270770160352,0.034747553385051574,0.9959514170040487,1.0,0.08
Persistence,42,spatial_test,2026,167,0,0.0,,0.0009614584118722464,0.031007392858353126,,,0.0
Logistic,42,test,2020,285,35,0.12280701754385964,0.20550605894475693,0.11241768503890134,0.08491189528749203,0.6042285714285713,0.22857142857142856,0.27586206896551724
Logistic,42,test,2021,773,70,0.09055627425614489,0.10408639357377189,0.08575481557855924,0.06486081803606336,0.5952448689290795,0.07142857142857142,0.0641025641025641
Logistic,42,test,2022,33,0,0.0,,0.0001406331763865903,0.009115503455842949,,,0.0
Logistic,42,test,2023,14,0,0.0,,0.00017082847755549389,0.010975724157255281,,,0.0
Logistic,42,test,2024,993,39,0.03927492447129909,0.32060312087720955,0.032653852624740354,0.013269678462464265,0.8803418803418803,0.6666666666666666,0.26
Logistic,42,test,2025,994,14,0.014084507042253521,0.12611596944650325,0.013313318699391112,0.01622479764703083,0.8776239067055394,0.6428571428571429,0.09
Logistic,42,test,2026,771,0,0.0,,0.0004021212704923565,0.015763296086217956,,,0.0
Logistic,42,spatial_test,2020,102,0,0.0,,0.0016052328882000194,0.033613503670488085,,,0.0
Logistic,42,spatial_test,2021,195,2,0.010256410256410256,0.01002065145968272,0.011106706014321316,0.011451668453631676,0.24870466321243523,0.0,0.0
Logistic,42,spatial_test,2022,8,0,0.0,,0.0002357345601592386,0.012956097508311872,,,0.0
Logistic,42,spatial_test,2023,2,0,0.0,,0.005086233189969597,0.05828157875428712,,,0.0
Logistic,42,spatial_test,2024,329,17,0.05167173252279635,0.24419389419289989,0.04341156548702327,0.02029899736405504,0.904788838612368,0.47058823529411764,0.24242424242424243
Logistic,42,spatial_test,2025,249,2,0.008032128514056224,0.8333333333333333,0.006797088025095152,0.0269080770074275,0.9979757085020242,1.0,0.08
Logistic,42,spatial_test,2026,167,0,0.0,,0.00033940110720373365,0.014806916531139181,,,0.0
RandomForest,42,test,2020,285,35,0.12280701754385964,0.1969444099555221,0.1120708821052986,0.07890997979402134,0.5409142857142857,0.2,0.2413793103448276
RandomForest,42,test,2021,773,70,0.09055627425614489,0.11348597136177546,0.08543378396319799,0.06486910280990625,0.6231253810201178,0.08571428571428572,0.07692307692307693
RandomForest,42,test,2022,33,0,0.0,,0.002157945609261855,0.02902259583910871,,,0.0
RandomForest,42,test,2023,14,0,0.0,,0.002033928407073625,0.030346017017517414,,,0.0
RandomForest,42,test,2024,993,39,0.03927492447129909,0.35055468096862485,0.03165615794862415,0.009252645129892519,0.8727087028973821,0.6410256410256411,0.25
RandomForest,42,test,2025,994,14,0.014084507042253521,0.17531036692128013,0.013932313420885965,0.023968366494311034,0.9476676384839651,0.8571428571428571,0.12
RandomForest,42,test,2026,771,0,0.0,,0.0005564285465827284,0.012618326894963033,,,0.0
RandomForest,42,spatial_test,2020,102,0,0.0,,0.0033103808778690725,0.0495014894420172,,,0.0
RandomForest,42,spatial_test,2021,195,2,0.010256410256410256,0.010195172059578839,0.014751496103665043,0.03255592520828958,0.26424870466321243,0.0,0.0
RandomForest,42,spatial_test,2022,8,0,0.0,,0.001784591115156241,0.033856421583473864,,,0.0
RandomForest,42,spatial_test,2023,2,0,0.0,,0.006717203791541153,0.06263222070432198,,,0.0
RandomForest,42,spatial_test,2024,329,17,0.05167173252279635,0.2929061163866234,0.03997442828356646,0.027526118501259113,0.9292986425339367,0.5294117647058824,0.2727272727272727
RandomForest,42,spatial_test,2025,249,2,0.008032128514056224,0.5833333333333333,0.007275635045247167,0.038585055209505295,0.9959514170040485,1.0,0.08
RandomForest,42,spatial_test,2026,167,0,0.0,,0.00024387271998592994,0.01014804778301757,,,0.0
HistGradientBoosting,42,test,2020,285,35,0.12280701754385964,0.17298798322273895,0.11486979981230148,0.0863547992458787,0.5742857142857143,0.14285714285714285,0.1724137931034483
HistGradientBoosting,42,test,2021,773,70,0.09055627425614489,0.1049358303127423,0.08849935397946487,0.06771517204997073,0.5988823409876041,0.08571428571428572,0.07692307692307693
HistGradientBoosting,42,test,2022,33,0,0.0,,0.0006953305141709585,0.016670915863246323,,,0.0
HistGradientBoosting,42,test,2023,14,0,0.0,,0.0023497254484101345,0.020816271704309653,,,0.0
HistGradientBoosting,42,test,2024,993,39,0.03927492447129909,0.3243258157674182,0.03136215172104801,0.012928341753655008,0.8821157877761651,0.5641025641025641,0.22
HistGradientBoosting,42,test,2025,994,14,0.014084507042253521,0.2625660783436992,0.014573180215878839,0.022865370685708417,0.9204081632653061,0.7857142857142857,0.11
HistGradientBoosting,42,test,2026,771,0,0.0,,0.00032056425899047155,0.012229327869422536,,,0.0
HistGradientBoosting,42,spatial_test,2020,102,0,0.0,,0.0016304221070832265,0.03057044412845365,,,0.0
HistGradientBoosting,42,spatial_test,2021,195,2,0.010256410256410256,0.009557109557109558,0.013210099562793063,0.022165923185867964,0.20984455958549225,0.0,0.0
HistGradientBoosting,42,spatial_test,2022,8,0,0.0,,0.0012334475570246444,0.027440653203803615,,,0.0
HistGradientBoosting,42,spatial_test,2023,2,0,0.0,,0.0034368151996291793,0.050354936827308606,,,0.0
HistGradientBoosting,42,spatial_test,2024,329,17,0.05167173252279635,0.23787994585193137,0.043693510656177895,0.042713592382278065,0.9130844645550528,0.4117647058823529,0.21212121212121213
HistGradientBoosting,42,spatial_test,2025,249,2,0.008032128514056224,0.45,0.006658917714505977,0.025911334529420516,0.9919028340080972,1.0,0.08
HistGradientBoosting,42,spatial_test,2026,167,0,0.0,,0.00015721962491188694,0.010399812361191203,,,0.0
EcoTemporalNet,42,test,2020,285,35,0.12280701754385964,0.2506287523966676,0.10773735467153896,0.06809166612327075,0.6532571428571429,0.22857142857142856,0.27586206896551724
EcoTemporalNet,42,test,2021,773,70,0.09055627425614489,0.10460511915732755,0.0873766590559643,0.07317219552226549,0.6014631172525909,0.07142857142857142,0.0641025641025641
EcoTemporalNet,42,test,2022,33,0,0.0,,4.411154178620991e-05,0.003939034024498926,,,0.0
EcoTemporalNet,42,test,2023,14,0,0.0,,0.0003519157840465796,0.010964301342668134,,,0.0
EcoTemporalNet,42,test,2024,993,39,0.03927492447129909,0.30409636034780496,0.03134491179661823,0.0187303521257468,0.8951781970649895,0.6923076923076923,0.27
EcoTemporalNet,42,test,2025,994,14,0.014084507042253521,0.153645422920503,0.013179507774401147,0.014353473365469948,0.9212099125364431,0.6428571428571429,0.09
EcoTemporalNet,42,test,2026,771,0,0.0,,0.00022977857479467462,0.009883744546658906,,,0.0
EcoTemporalNet,42,spatial_test,2020,102,0,0.0,,0.004679825671229111,0.05465444969785304,,,0.0
EcoTemporalNet,42,spatial_test,2021,195,2,0.010256410256410256,0.009788634788634789,0.012345246244993831,0.014995345525766476,0.22020725388601037,0.0,0.0
EcoTemporalNet,42,spatial_test,2022,8,0,0.0,,0.00014496281980306097,0.007500910129536587,,,0.0
EcoTemporalNet,42,spatial_test,2023,2,0,0.0,,0.0006526157576477032,0.02390736040605663,,,0.0
EcoTemporalNet,42,spatial_test,2024,329,17,0.05167173252279635,0.32524089948771745,0.041770456276878094,0.018092809125239275,0.9070512820512822,0.5294117647058824,0.2727272727272727
EcoTemporalNet,42,spatial_test,2025,249,2,0.008032128514056224,0.75,0.006364708615818912,0.02637961684035848,0.9959514170040487,1.0,0.08
EcoTemporalNet,42,spatial_test,2026,167,0,0.0,,0.00016518455460083886,0.009080192868979532,,,0.0
EcoFusion,42,test,2020,285,35,0.12280701754385964,0.23399991249816585,0.10909788722469606,0.07083803214167222,0.6385142857142857,0.2,0.2413793103448276
EcoFusion,42,test,2021,773,70,0.09055627425614489,0.10456603677768085,0.08797563521245029,0.07717517141253205,0.5995732574679944,0.07142857142857142,0.0641025641025641
EcoFusion,42,test,2022,33,0,0.0,,7.238322172125927e-05,0.004941176724714018,,,0.0
EcoFusion,42,test,2023,14,0,0.0,,0.0005765561272526344,0.011760046099684575,,,0.0
EcoFusion,42,test,2024,993,39,0.03927492447129909,0.3957713202718084,0.03078791831430265,0.014055423510866026,0.8980809546847283,0.6666666666666666,0.26
EcoFusion,42,test,2025,994,14,0.014084507042253521,0.18258357286729124,0.013205699358409727,0.015550323279591773,0.9277696793002915,0.7142857142857143,0.1
EcoFusion,42,test,2026,771,0,0.0,,0.0001919225427187708,0.008805200101974374,,,0.0
EcoFusion,42,spatial_test,2020,102,0,0.0,,0.0037885520428821906,0.04846377178907004,,,0.0
EcoFusion,42,spatial_test,2021,195,2,0.010256410256410256,0.00970749230242901,0.012481511678267042,0.015399014840726382,0.21502590673575128,0.0,0.0
EcoFusion,42,spatial_test,2022,8,0,0.0,,0.00013057382420538947,0.008964380145716943,,,0.0
EcoFusion,42,spatial_test,2023,2,0,0.0,,0.0008604806507223648,0.026420356732496007,,,0.0
EcoFusion,42,spatial_test,2024,329,17,0.05167173252279635,0.2739997742656157,0.04187146207093082,0.017035842215381028,0.9119532428355956,0.6470588235294118,0.3333333333333333
EcoFusion,42,spatial_test,2025,249,2,0.008032128514056224,0.75,0.006074874298323225,0.025800748333686313,0.9959514170040487,1.0,0.08
EcoFusion,42,spatial_test,2026,167,0,0.0,,0.00011967454554688358,0.007823876456933282,,,0.0
EcoTemporalNet,42,missing20,0,3863,158,0.04090085425834843,0.12762037060186177,0.038729861928642514,0.01584638980889447,0.7555697910794512,0.34177215189873417,0.13953488372093023
EcoTemporalNet,42,noise01,0,3863,158,0.04090085425834843,0.15776373926040138,0.037000777166135826,0.01366171630450834,0.7914586856625496,0.37341772151898733,0.1524547803617571
Seasonal,42,observed_high_temperature,0,291,0,0.0,,0.0034271918547818434,0.026333449447718885,,,0.0
Persistence,42,observed_high_temperature,0,291,0,0.0,,0.0011498215859550753,0.03171241080163943,,,0.0
Logistic,42,observed_high_temperature,0,291,0,0.0,,0.0013481570211203214,0.029735248908143313,,,0.0
RandomForest,42,observed_high_temperature,0,291,0,0.0,,0.0031630750831163866,0.03276761628176208,,,0.0
HistGradientBoosting,42,observed_high_temperature,0,291,0,0.0,,0.0038457708565396748,0.031951193444658625,,,0.0
EcoTemporalNet,42,observed_high_temperature,0,291,0,0.0,,0.0023825477781706803,0.029693009470983737,,,0.0
EcoFusion,42,observed_high_temperature,0,291,0,0.0,,0.0027162792617695017,0.02883493264980739,,,0.0
Seasonal,73,test,2020,285,35,0.12280701754385964,0.10476190476190476,0.13219594703087623,0.17011678519998638,0.2972,0.0,0.0
Seasonal,73,test,2021,773,70,0.09055627425614489,0.07910303481806913,0.09040322087273746,0.08613713699150538,0.42707782970940866,0.05714285714285714,0.05128205128205128
Seasonal,73,test,2022,33,0,0.0,,0.0005979608318346677,0.018699942774448426,,,0.0
Seasonal,73,test,2023,14,0,0.0,,0.0030744291336128435,0.02593932200195078,,,0.0
