epoch,validation_log_loss
1,0.407004554567022
2,0.3890010906146679
3,0.39090209688833427
4,0.3861670599825252
5,0.39084194207076745
6,0.38899279918983665
7,0.37887731667268815
8,0.38337796387852613
9,0.37440608004104164
10,0.38359317324336945
11,0.3731786545419928
12,0.3854769271834026
13,0.39059362290828964
14,0.378027203589703
15,0.3860926011025415
