epoch,validation_log_loss
1,0.226609296542859
2,0.22539192308965064
3,0.22595800664198612
4,0.22087233381162932
5,0.21551916602178736
6,0.2175273523955018
7,0.21501497560899022
8,0.2119261344958544
9,0.2152511772202978
10,0.22943311444658399
11,0.2163898207036092
12,0.21508558335666542
