model,seed,split,year,n,positives,prevalence,AP,Brier,ECE,ROC_AUC,top10_recall,top10_precision
Persistence,17,test,2024,1679,39,0.023228111971411555,0.08486529704996919,0.023958104213548513,0.012977320577546017,0.6086772983114447,0.23076923076923078,0.05357142857142857
Persistence,17,test,2025,1882,29,0.015409139213602551,0.17610456195919047,0.015557850271668786,0.012524874128226306,0.7502558758397381,0.7586206896551724,0.1164021164021164
Persistence,17,test,2026,1656,1,0.0006038647342995169,0.2,0.0012759553128602308,0.013369397924836988,0.9987915407854985,1.0,0.006024096385542169
Persistence,17,spatial_test,2020,85,0,0.0,,0.00014413525893797362,0.01200563446628183,,,0.0
Persistence,17,spatial_test,2021,288,16,0.05555555555555555,0.09627525252525251,0.057607349763183255,0.0485241814728374,0.5790441176470589,0.25,0.13793103448275862
Persistence,17,spatial_test,2022,26,2,0.07692307692307693,0.07692307692307693,0.07522019149489462,0.0649174424567951,0.5,0.0,0.0
Persistence,17,spatial_test,2023,35,4,0.11428571428571428,0.8,0.025635262620559804,0.02976424497970601,0.9838709677419355,1.0,1.0
Persistence,17,spatial_test,2024,394,15,0.03807106598984772,0.11797330325249107,0.04087771466682121,0.03155379465886678,0.6495162708883025,0.3333333333333333,0.125
Persistence,17,spatial_test,2025,378,7,0.018518518518518517,0.38888888888888884,0.011415267770826925,0.003925903359307799,0.7830188679245284,0.7142857142857143,0.13157894736842105
Persistence,17,spatial_test,2026,262,0,0.0,,0.0001441352589379736,0.012005634466281832,,,0.0
Logistic,17,test,2020,366,43,0.11748633879781421,0.7362383738051371,0.06339758235708096,0.058164892776037126,0.8963208294333644,0.6046511627906976,0.7027027027027027
Logistic,17,test,2021,1294,124,0.09582689335394126,0.37990830819771254,0.07042081734757173,0.02744246801444009,0.8441273779983456,0.4596774193548387,0.43846153846153846
Logistic,17,test,2022,63,6,0.09523809523809523,0.6746031746031745,0.04965106509974464,0.062176006427910775,0.9736842105263158,0.8333333333333334,0.7142857142857143
Logistic,17,test,2023,70,10,0.14285714285714285,0.5026850437144554,0.09970584324038158,0.0896925465705159,0.915,0.4,0.5714285714285714
Logistic,17,test,2024,1679,39,0.023228111971411555,0.29996970468587436,0.0190034908834204,0.00837938997683146,0.9492026266416511,0.8205128205128205,0.19047619047619047
Logistic,17,test,2025,1882,29,0.015409139213602551,0.1981582237985566,0.014468441226253249,0.007389152091839691,0.9475035822617563,0.896551724137931,0.13756613756613756
Logistic,17,test,2026,1656,1,0.0006038647342995169,0.125,0.0008868048320874167,0.005471295124608345,0.9957703927492447,1.0,0.006024096385542169
Logistic,17,spatial_test,2020,85,0,0.0,,0.0002545111846422547,0.009226370890896831,,,0.0
Logistic,17,spatial_test,2021,288,16,0.05555555555555555,0.24432917032639978,0.048289618219883784,0.02697021274462602,0.813189338235294,0.375,0.20689655172413793
Logistic,17,spatial_test,2022,26,2,0.07692307692307693,0.5833333333333333,0.048925499160081085,0.06523851617249428,0.9583333333333334,1.0,0.6666666666666666
Logistic,17,spatial_test,2023,35,4,0.11428571428571428,0.95,0.05079504855975773,0.07414750966205792,0.9919354838709677,0.75,0.75
Logistic,17,spatial_test,2024,394,15,0.03807106598984772,0.35045314406877515,0.02749991325724114,0.015552386560839569,0.9618293755496922,0.9333333333333333,0.35
Logistic,17,spatial_test,2025,378,7,0.018518518518518517,0.685481885061717,0.010643312546941544,0.006228771330394319,0.9849826723142087,1.0,0.18421052631578946
Logistic,17,spatial_test,2026,262,0,0.0,,5.886825183263633e-05,0.003696699635245063,,,0.0
RandomForest,17,test,2020,366,43,0.11748633879781421,0.6821622431770425,0.06814132575764933,0.06094845051050652,0.8785369717042264,0.6046511627906976,0.7027027027027027
RandomForest,17,test,2021,1294,124,0.09582689335394126,0.41634176017932645,0.07024910597857209,0.04214542952738643,0.8383374689826303,0.4838709677419355,0.46153846153846156
RandomForest,17,test,2022,63,6,0.09523809523809523,0.594047619047619,0.03880538821649672,0.07014414016250974,0.9649122807017544,0.8333333333333334,0.7142857142857143
RandomForest,17,test,2023,70,10,0.14285714285714285,0.5241360978203083,0.09434607686913211,0.05964726089268867,0.9116666666666667,0.3,0.42857142857142855
RandomForest,17,test,2024,1679,39,0.023228111971411555,0.2644480557311455,0.021384259457625763,0.014280575783209565,0.9409943714821764,0.7692307692307693,0.17857142857142858
RandomForest,17,test,2025,1882,29,0.015409139213602551,0.2372775947699539,0.015595633686916145,0.012644086367817544,0.9671920650575953,0.9310344827586207,0.14285714285714285
RandomForest,17,test,2026,1656,1,0.0006038647342995169,0.3333333333333333,0.0015880834035197132,0.006872918544527003,0.9987915407854985,1.0,0.006024096385542169
RandomForest,17,spatial_test,2020,85,0,0.0,,0.0026009169565168883,0.034020044869624476,,,0.0
RandomForest,17,spatial_test,2021,288,16,0.05555555555555555,0.20538887785415658,0.05754101658634701,0.041519079292131486,0.7090992647058822,0.4375,0.2413793103448276
RandomForest,17,spatial_test,2022,26,2,0.07692307692307693,0.5,0.05093267292451648,0.07406899685898183,0.9375,0.5,0.3333333333333333
RandomForest,17,spatial_test,2023,35,4,0.11428571428571428,0.8041666666666667,0.04699721013442625,0.07009382419218914,0.9758064516129032,0.75,0.75
RandomForest,17,spatial_test,2024,394,15,0.03807106598984772,0.4437962554566328,0.03448704134411523,0.05441330534011654,0.9642919964819701,0.8666666666666667,0.325
RandomForest,17,spatial_test,2025,378,7,0.018518518518518517,0.605217311571612,0.014506124202527814,0.03080916675728887,0.9768964189449365,0.8571428571428571,0.15789473684210525
RandomForest,17,spatial_test,2026,262,0,0.0,,0.00024411386837350192,0.00734656390393375,,,0.0
HistGradientBoosting,17,test,2020,366,43,0.11748633879781421,0.6603197743083116,0.06764572718568529,0.059112040050754454,0.8669450644394845,0.6046511627906976,0.7027027027027027
HistGradientBoosting,17,test,2021,1294,124,0.09582689335394126,0.43876667284071147,0.0679297603738458,0.03124403809115351,0.8498070030328095,0.5080645161290323,0.4846153846153846
