epoch,validation_log_loss
1,0.2259483826163213
2,0.2229454481750762
3,0.22663856445088582
4,0.2185085318053854
5,0.2257963447968721
6,0.22694694257324174
7,0.2253341875598979
8,0.2178982410567138
9,0.21285826120959234
10,0.2158138484339509
11,0.21757267816970324
12,0.21690907224403022
13,0.21311946667950918
