model,seed,split,seconds,parameters,n,positives,prevalence,AP,Brier,ECE,ROC_AUC,top10_recall,top10_precision,empirical_coverage,ambiguous_fraction,empty_fraction,nominal_coverage,threshold
EcoFusion,17,spatial_test,14.245017539999935,6844.0,1468,44,0.02997275204359673,0.38244785868310205,0.022939660032663314,0.011611443575119687,0.9437244637385087,0.7954545454545454,0.23809523809523808,0.8576294277929155,0.0,0.13760217983651227,0.9,0.02255112947992941
Seasonal,42,test,0.0,12.0,7010,252,0.035948644793152636,0.05202960084591937,0.03840650380578924,0.04452898675285166,0.5969814728693095,0.07936507936507936,0.028530670470756064,0.9223965763195435,0.0,0.04379457917261056,0.9,0.19369332749368257
Seasonal,42,spatial_test,0.0,12.0,1468,44,0.02997275204359673,0.062060163047964995,0.031500457440883804,0.03541799400486745,0.6078348442288048,0.22727272727272727,0.06802721088435375,0.9209809264305178,0.0,0.055858310626702996,0.9,0.19369332749368257
Persistence,42,test,0.0,1.0,7010,252,0.035948644793152636,0.2502004071089052,0.028629493503869983,0.013815141445153542,0.733985470482955,0.5674603174603174,0.20399429386590584,0.9446504992867333,0.0,0.0369472182596291,0.9,0.012005634466281834
Persistence,42,spatial_test,0.0,1.0,1468,44,0.02997275204359673,0.1645281149368343,0.02718983762488776,0.01457991666194789,0.673391215526047,0.38636363636363635,0.11564625850340136,0.9536784741144414,0.0,0.027247956403269755,0.9,0.012005634466281834
Logistic,42,test,1.1826062729999194,73.0,7010,252,0.035948644793152636,0.3819357320637733,0.026396646975972653,0.004787329534717272,0.9296865091108951,0.746031746031746,0.268188302425107,0.8457917261055635,0.0,0.14935805991440798,0.9,0.02489865182332936
Logistic,42,spatial_test,1.1826062729999194,73.0,1468,44,0.02997275204359673,0.3860915298641373,0.021697884621152463,0.0057794898476875335,0.9360795454545454,0.7954545454545454,0.23809523809523808,0.8596730245231607,0.0,0.1369209809264305,0.9,0.02489865182332936
RandomForest,42,test,3.3401714809999703,,7010,252,0.035948644793152636,0.34828137916933316,0.027540445238484715,0.010466815320858762,0.924102885703951,0.7261904761904762,0.26105563480741795,0.8502139800285307,0.0,0.14379457917261054,0.9,0.037436340427790094
RandomForest,42,spatial_test,3.3401714809999703,,1468,44,0.02997275204359673,0.3673471487282768,0.02491050307446618,0.022473128449397927,0.9070958886618999,0.8409090909090909,0.25170068027210885,0.7520435967302452,0.0,0.2438692098092643,0.9,0.037436340427790094
HistGradientBoosting,42,test,0.7599741389999508,,7010,252,0.035948644793152636,0.3684828266225155,0.026991064650144832,0.010427961178352306,0.9300711208820117,0.7380952380952381,0.2653352353780314,0.8579172610556348,0.0,0.13509272467902997,0.9,0.037078195317695746
HistGradientBoosting,42,spatial_test,0.7599741389999508,,1468,44,0.02997275204359673,0.38096263247816964,0.023526103633557928,0.014891834328257449,0.9362551072522982,0.8181818181818182,0.24489795918367346,0.8678474114441417,0.0,0.12670299727520437,0.9,0.037078195317695746
EcoTemporalNet,42,test,12.003329140000005,6844.0,7010,252,0.035948644793152636,0.3829341724162518,0.026510412384070786,0.007911990987112623,0.913182260178413,0.746031746031746,0.268188302425107,0.8426533523537804,0.0,0.15192582025677603,0.9,0.01886018361369126
EcoTemporalNet,42,spatial_test,12.003329140000005,6844.0,1468,44,0.02997275204359673,0.3935621043347848,0.022476812345222672,0.010335146965961212,0.9417294433094995,0.7954545454545454,0.23809523809523808,0.8630790190735694,0.0,0.13283378746594005,0.9,0.01886018361369126
EcoFusion,42,test,12.763303278999956,6844.0,7010,252,0.035948644793152636,0.3796610838865634,0.026344324109379504,0.007745051289825794,0.9276101927404088,0.746031746031746,0.268188302425107,0.844793152639087,0.0,0.1500713266761769,0.9,0.02290176983896978
EcoFusion,42,spatial_test,12.763303278999956,6844.0,1468,44,0.02997275204359673,0.38509201626382417,0.022736935120991425,0.008199911760659739,0.9441713483146067,0.7954545454545454,0.23809523809523808,0.8603542234332425,0.0,0.13487738419618528,0.9,0.02290176983896978
Seasonal,73,test,0.0,12.0,7010,252,0.035948644793152636,0.05202960084591937,0.03840650380578924,0.04452898675285166,0.5969814728693095,0.07936507936507936,0.028530670470756064,0.9223965763195435,0.0,0.04379457917261056,0.9,0.19369332749368257
Seasonal,73,spatial_test,0.0,12.0,1468,44,0.02997275204359673,0.062060163047964995,0.031500457440883804,0.03541799400486745,0.6078348442288048,0.22727272727272727,0.06802721088435375,0.9209809264305178,0.0,0.055858310626702996,0.9,0.19369332749368257
Persistence,73,test,0.0,1.0,7010,252,0.035948644793152636,0.2502004071089052,0.028629493503869983,0.013815141445153542,0.733985470482955,0.5674603174603174,0.20399429386590584,0.9446504992867333,0.0,0.0369472182596291,0.9,0.012005634466281834
Persistence,73,spatial_test,0.0,1.0,1468,44,0.02997275204359673,0.1645281149368343,0.02718983762488776,0.01457991666194789,0.673391215526047,0.38636363636363635,0.11564625850340136,0.9536784741144414,0.0,0.027247956403269755,0.9,0.012005634466281834
Logistic,73,test,0.8255022650000683,73.0,7010,252,0.035948644793152636,0.3819357320637733,0.026396646975972653,0.004787329534717272,0.9296865091108951,0.746031746031746,0.268188302425107,0.8457917261055635,0.0,0.14935805991440798,0.9,0.02489865182332936
Logistic,73,spatial_test,0.8255022650000683,73.0,1468,44,0.02997275204359673,0.3860915298641373,0.021697884621152463,0.0057794898476875335,0.9360795454545454,0.7954545454545454,0.23809523809523808,0.8596730245231607,0.0,0.1369209809264305,0.9,0.02489865182332936
RandomForest,73,test,3.4404757419999896,,7010,252,0.035948644793152636,0.3499826555399416,0.027381073667418834,0.01025844478882591,0.9211663307919595,0.7341269841269841,0.26390870185449355,0.8472182596291012,0.0,0.14679029957203996,0.9,0.03702157027169584
RandomForest,73,spatial_test,3.4404757419999896,,1468,44,0.02997275204359673,0.3526757047903737,0.02539046560167251,0.028261992649820173,0.8946948416751788,0.8181818181818182,0.24489795918367346,0.6171662125340599,0.0,0.3787465940054496,0.9,0.03702157027169584
HistGradientBoosting,73,test,4.7120840229999885,,7010,252,0.035948644793152636,0.3684828266225155,0.026991064650144832,0.010427961178352306,0.9300711208820117,0.7380952380952381,0.2653352353780314,0.8579172610556348,0.0,0.13509272467902997,0.9,0.037078195317695746
HistGradientBoosting,73,spatial_test,4.7120840229999885,,1468,44,0.02997275204359673,0.38096263247816964,0.023526103633557928,0.014891834328257449,0.9362551072522982,0.8181818181818182,0.24489795918367346,0.8678474114441417,0.0,0.12670299727520437,0.9,0.037078195317695746
EcoTemporalNet,73,test,12.393503347000205,3284.0,7010,252,0.035948644793152636,0.40557537824287376,0.026171651437849736,0.010018377596307325,0.9250670575026894,0.7420634920634921,0.26676176890156916,0.8462196861626248,0.0,0.14878744650499287,0.9,0.026455498975892933
EcoTemporalNet,73,spatial_test,12.393503347000205,3284.0,1468,44,0.02997275204359673,0.38781025618487674,0.022824577630982095,0.010047849408774498,0.9471718590398366,0.8181818181818182,0.24489795918367346,0.8651226158038147,0.0,0.1307901907356948,0.9,0.026455498975892933
EcoFusion,73,test,17.105587370000194,3284.0,7010,252,0.035948644793152636,0.38621521371751816,0.026265126852865854,0.009152162435772966,0.9328779060208477,0.75,0.26961483594864477,0.8499286733238232,0.0,0.14450784593437946,0.9,0.027632737255516564
EcoFusion,73,spatial_test,17.105587370000194,3284.0,1468,44,0.02997275204359673,0.38526444452605924,0.022970531491259775,0.009881178370437602,0.9452885597548519,0.7954545454545454,0.23809523809523808,0.861716621253406,0.0,0.1335149863760218,0.9,0.027632737255516564
