source_row,site_number,sample_date,location,sample_number,sampler,depth,latitude,longitude,k_brevisulcata_cells_l,k_brevisulcata_reported_not_detected,k_mikimotoi_cells_l,k_mikimotoi_reported_not_detected,k_papilionacea_cells_l,k_papilionacea_reported_not_detected,k_longicanalis_cells_l,k_longicanalis_reported_not_detected,k_brevis_cells_l,k_brevis_reported_not_detected,k_cristata_cells_l,k_cristata_reported_not_detected,k_hui_cells_l,k_hui_reported_not_detected,karenia_total_cells_l,karenia_species_detected,k_cristata_detected,k_cristata_share,nearest_grid_latitude,nearest_grid_longitude,source_record,source_license
65,18,2025-08-10,O'Sullivan Beach Boat Ramp*,TNCN 19,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,1210.248023,False,2997.861724,False,0.0,True,0.0,False,0.0,True,73307.5525,False,0.0,True,77515.662247,3,True,0.9457127808107857,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
66,18,2025-08-10,O'Sullivan Beach Boat Ramp*,TNCN 20,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,3023.56154,False,8240.532029,False,0.0,True,0.0,False,0.0,True,738754.9002,False,0.0,True,750018.993769,3,True,0.9849815889163078,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
67,18,2025-08-10,O'Sullivan Beach Boat Ramp*,TNCN 21,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,450.4839539,False,1006.153203,False,0.0,True,0.0,False,0.0,True,62907.01417,False,0.0,True,64363.6513269,3,True,0.9773686370044203,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
68,19,2025-08-10,Port Noarlunga Jetty*,TNCN 22,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,464.7561668,False,2183.986406,False,0.0,True,0.0,False,0.0,True,290835.0813,False,0.0,True,293483.82387280004,3,True,0.9909748260130752,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
69,19,2025-08-10,Port Noarlunga Jetty*,TNCN 23,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,401.0151272,False,3385.169387,False,0.0,True,0.0,False,0.0,True,298767.3886,False,0.0,True,302553.57311420003,3,True,0.9874859038178639,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
70,19,2025-08-10,Port Noarlunga Jetty*,TNCN 24,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,2030.891665,False,1861.034034,False,0.0,True,0.0,False,0.0,True,375472.3886,False,0.0,True,379364.314299,3,True,0.9897409283047837,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
71,20,2025-08-10,Seaford Beach*,TNCN 25,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,755.0176886,False,1174.001636,False,0.0,True,0.0,False,0.0,True,121636.706,False,0.0,True,123565.7253246,3,True,0.9843887184772915,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
72,20,2025-08-10,Seaford Beach*,TNCN 26,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,843.3042907,False,915.5282114,False,0.0,True,0.0,False,0.0,True,213851.5353,False,0.0,True,215610.3678021,3,True,0.9918425420816759,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
73,20,2025-08-10,Seaford Beach*,TNCN 27,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,1437.757623,False,2266.969116,False,0.0,True,0.0,False,0.0,True,148734.9874,False,0.0,True,152439.71413900002,3,True,0.9756971025567399,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
74,18,2025-08-17,O'Sullivan Beach Boat Ramp*,TNCN 28,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,5956.193756,False,4962.551193,False,0.0,True,0.0,False,0.0,True,929045.637,False,0.0,True,939964.381949,3,True,0.9883838737310874,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
75,18,2025-08-17,O'Sullivan Beach Boat Ramp*,TNCN 29,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,4627.759726,False,6109.11865,False,0.0,True,0.0,False,0.0,True,884817.0841,False,0.0,True,895553.962476,3,True,0.9880109085260312,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
76,18,2025-08-17,O'Sullivan Beach Boat Ramp*,TNCN 30,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,64.30747897,False,184.8482069,False,0.0,True,0.0,False,0.0,True,43159.13407,False,0.0,True,43408.28975587,3,True,0.9942601819313486,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
77,19,2025-08-17,Port Noarlunga Jetty*,TNCN 31,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,2.402706556,False,0.0,False,0.0,True,0.0,False,0.0,True,1543.095966,False,0.0,True,1545.4986725560002,2,True,0.9984453519121913,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
78,19,2025-08-17,Port Noarlunga Jetty*,TNCN 32,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,0.0,False,0.0,False,0.0,True,0.0,False,0.0,True,1289.497635,False,0.0,True,1289.497635,1,True,1.0,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
79,19,2025-08-17,Port Noarlunga Jetty*,TNCN 33,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,0.0,False,0.0,False,0.0,True,0.0,False,0.0,True,730.682738,False,0.0,True,730.682738,1,True,1.0,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
80,20,2025-08-17,Seaford Beach*,TNCN 34,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,191.0233552,False,469.5991953,False,0.0,True,0.0,False,0.0,True,171814.1357,False,0.0,True,172474.75825050002,3,True,0.9961697435775471,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
81,20,2025-08-17,Seaford Beach*,TNCN 35,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,404.4037423,False,713.2703619,False,0.0,True,0.0,False,0.0,True,528022.0248,False,0.0,True,529139.6989042,3,True,0.9978877523147204,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
82,20,2025-08-17,Seaford Beach*,TNCN 36,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,602.0051832,False,1331.959968,False,0.0,True,0.0,False,0.0,True,479243.467,False,0.0,True,481177.4321512,3,True,0.9959807650526047,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
83,18,2025-08-24,O'Sullivan Beach Boat Ramp*,TNCN 37,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,311.2243312,False,6224.376661,False,0.0,True,0.0,False,0.0,True,371742.9098,False,0.0,True,378278.51079220005,3,True,0.9827227801586904,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
84,18,2025-08-24,O'Sullivan Beach Boat Ramp*,TNCN 38,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,173.3350551,False,4579.03296,False,0.0,True,0.0,False,0.0,True,188054.8706,False,0.0,True,192807.23861509998,3,True,0.9753517137155462,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
85,18,2025-08-24,O'Sullivan Beach Boat Ramp*,TNCN 39,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,554.3347847,False,8452.2865,False,0.0,True,0.0,False,0.0,True,390337.639,False,0.0,True,399344.2602847,3,True,0.9774464736809313,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
86,19,2025-08-24,Port Noarlunga Jetty*,TNCN 40,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,332.3498394,False,2861.918448,False,0.0,True,0.0,False,0.0,True,339926.2048,False,0.0,True,343120.4730874,3,True,0.9906905342643708,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
87,19,2025-08-24,Port Noarlunga Jetty*,TNCN 41,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,297.3992728,False,3403.339508,False,0.0,True,0.0,False,0.0,True,455275.7846,False,0.0,True,458976.52338080003,3,True,0.991936975875061,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
88,19,2025-08-24,Port Noarlunga Jetty*,TNCN 42,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,681.2454345,False,7655.968556,False,0.0,True,43.50404879,False,0.0,True,634547.1097,False,0.0,True,642927.8277392901,4,True,0.9869647607745352,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
89,20,2025-08-24,Seaford Beach*,TNCN 43,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,1614.904439,False,5222.84238,False,0.0,True,0.090570116,False,0.0,True,1438013.277,False,0.0,True,1444851.114389116,4,True,0.9952674449837643,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
90,20,2025-08-24,Seaford Beach*,TNCN 44,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,751.7839294,False,4098.65727,False,0.0,True,0.0,False,0.0,True,804616.2585,False,0.0,True,809466.6996994,3,True,0.994007855788013,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
91,20,2025-08-24,Seaford Beach*,TNCN 45,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,528.3277641,False,3930.848218,False,0.0,True,0.0,False,0.0,True,881296.2575,False,0.0,True,885755.4334820999,3,True,0.994965680352002,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
92,18,2025-08-31,O'Sullivan Beach Boat Ramp*,TNCN 49,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,1913.17759,False,14463.51527,False,0.0,True,0.0,False,0.0,True,1892969.763,False,0.0,True,1909346.45586,3,True,0.9914228804260546,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
93,18,2025-08-31,O'Sullivan Beach Boat Ramp*,TNCN 50,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,3763.797641,False,25616.51693,False,0.0,True,0.0,False,0.0,True,3885860.754,False,0.0,True,3915241.0685710004,3,True,0.9924959117315033,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
94,18,2025-08-31,O'Sullivan Beach Boat Ramp*,TNCN 51,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,3385.958765,False,35466.0706,False,0.0,True,0.0,False,0.0,True,3949426.892,False,0.0,True,3988278.921365,3,True,0.9902584472823925,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
95,19,2025-08-31,Port Noarlunga Jetty*,TNCN 52,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,755.4115295,False,3588.938693,False,0.0,True,128.6763562,False,0.0,True,1080469.448,False,0.0,True,1084942.4745787,4,True,0.9958771762710859,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
96,19,2025-08-31,Port Noarlunga Jetty*,TNCN 53,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,421.4610732,False,4242.92685,False,0.0,True,32.27516564,False,0.0,True,849319.7892,False,0.0,True,854016.45228884,4,True,0.9945005004572774,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
97,19,2025-08-31,Port Noarlunga Jetty*,TNCN 54,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,981.4943291,False,6278.083175,False,0.0,True,0.0,False,0.0,True,1144800.375,False,0.0,True,1152059.9525041,3,True,0.9936986113541046,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
98,20,2025-08-31,Seaford Beach*,TNCN 55,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,1184.249694,False,4818.428329,False,0.0,True,61.55023562,False,0.0,True,1408652.285,False,0.0,True,1414716.51325862,4,True,0.9957134675379933,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
99,20,2025-08-31,Seaford Beach*,TNCN 56,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,376.7531314,False,3780.883413,False,0.0,True,78.6727709,False,0.0,True,543267.6659,False,0.0,True,547503.9752153,4,True,0.992262504918555,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
100,20,2025-08-31,Seaford Beach*,TNCN 57,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,672.5394679,False,4359.865477,False,0.0,True,0.0,False,0.0,True,897992.822,False,0.0,True,903025.2269449,3,True,0.9944271712519865,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
101,18,2025-09-06,O'Sullivan Beach Boat Ramp*,TNCN 58,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,2695.612624,False,3485.538024,False,0.0,True,0.0,False,0.0,True,2653769.869,False,0.0,True,2659951.019648,3,True,0.9976762163655111,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
102,18,2025-09-06,O'Sullivan Beach Boat Ramp*,TNCN 59,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,2548.225148,False,2819.297798,False,0.0,True,0.0,False,0.0,True,2990455.144,False,0.0,True,2995822.666946,3,True,0.9982083308851282,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
103,18,2025-09-06,O'Sullivan Beach Boat Ramp*,TNCN 60,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,2705.283317,False,4063.132764,False,0.0,True,0.0,False,0.0,True,3951898.142,False,0.0,True,3958666.558081,3,True,0.9982902282923568,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
104,19,2025-09-06,Port Noarlunga Jetty*,TNCN 61,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,173.7816162,False,674.8268579,False,0.0,True,0.0,False,0.0,True,419093.7909,False,0.0,True,419942.39937410003,3,True,0.9979792264954317,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
105,19,2025-09-06,Port Noarlunga Jetty*,TNCN 62,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,373.9884865,False,260.3310693,False,0.0,True,0.0,False,0.0,True,348482.0774,False,0.0,True,349116.3969558,3,True,0.9981830714302419,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
106,19,2025-09-06,Port Noarlunga Jetty*,TNCN 63,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,1781.475028,False,2856.604521,False,0.0,True,0.0,False,0.0,True,1334729.571,False,0.0,True,1339367.650549,3,True,0.9965371124596755,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
107,20,2025-09-06,Seaford Beach*,TNCN 64,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,199.8960785,False,259.2632368,False,0.0,True,0.0,False,0.0,True,333240.9876,False,0.0,True,333700.1469153,3,True,0.9986240362207076,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
108,20,2025-09-06,Seaford Beach*,TNCN 65,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,284.9413272,False,542.8401436,False,0.0,True,0.0,False,0.0,True,255632.8822,False,0.0,True,256460.6636708,3,True,0.996772286794584,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
109,20,2025-09-06,Seaford Beach*,TNCN 66,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.181,138.468,472.6395318,False,701.2847652,False,0.0,True,0.0,False,0.0,True,429924.9104,False,0.0,True,431098.834697,3,True,0.9972769021799257,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
110,18,2025-09-13,O'Sullivan Beach Boat Ramp*,TNCN 67,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,1169.778183,False,3075.570684,False,0.0,True,0.0,False,0.0,True,4449533.095,False,0.0,True,4453778.443867,3,True,0.9990467983712018,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
111,18,2025-09-13,O'Sullivan Beach Boat Ramp*,TNCN 68,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,7359.593774,False,5612.02323,False,0.0,True,0.0,False,0.0,True,8643793.473,False,0.0,True,8656765.090003999,3,True,0.99850156301238,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
112,18,2025-09-13,O'Sullivan Beach Boat Ramp*,TNCN 69,"Nikola Streiber, Phil Dunn, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.12,138.467,5262.345996,False,5035.165326,False,0.0,True,0.0,False,0.0,True,6732867.027,False,0.0,True,6743164.538322,3,True,0.9984728963287967,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
113,19,2025-09-13,Port Noarlunga Jetty*,TNCN 70,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,680.0365653,False,770.8815336,False,0.0,True,0.0,False,0.0,True,773804.7786,False,0.0,True,775255.6966989,3,True,0.9981284650921263,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
114,19,2025-09-13,Port Noarlunga Jetty*,TNCN 71,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,3183.540857,False,4557.905694,False,0.0,True,0.0,False,0.0,True,3205923.87,False,0.0,True,3213665.316551,3,True,0.9975910850108971,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
115,19,2025-09-13,Port Noarlunga Jetty*,TNCN 72,"Nikola Streiber, Phil Dunne, Anke-Maria Hoeffer, Neil MacDonald, C Ricci, T Spokes",Surface,-35.149,138.468,1391.528347,False,4693.469987,False,0.0,True,0.0,False,0.0,True,1826750.135,False,0.0,True,1832835.133334,3,True,0.9966800078068501,-35.125,138.375,https://doi.org/10.5281/zenodo.20227730,CC BY 4.0
