epoch,validation_log_loss
1,0.6492346952736491
2,0.6180753964935202
3,0.5855625995346074
4,0.5591450970176766
5,0.5419864019691127
6,0.5334847606702781
7,0.5293191137565812
8,0.5255644510447814
9,0.5248855774719425
10,0.5233395064627787
11,0.5242261354342816
12,0.5256938658460776
13,0.5266693698699796
14,0.526511906428483
