seed,feature,AP_drop,interpretation
17,log_reports,0.1423744293772129,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,season_sin,0.016777416457630756,masking sensitivity; correlated covariates and distribution shift limit interpretation
17,season_cos,0.002805016270296834,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,log_reports,0.0752359742137636,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,season_sin,0.029199135591668313,masking sensitivity; correlated covariates and distribution shift limit interpretation
42,season_cos,-0.009254346507297284,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,log_reports,0.13659735288156316,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,season_sin,0.025702118425821152,masking sensitivity; correlated covariates and distribution shift limit interpretation
73,season_cos,0.006141251594179109,masking sensitivity; correlated covariates and distribution shift limit interpretation
