model,seed,split,year,n,positives,prevalence,AP,Brier,ECE,ROC_AUC,top10_recall,top10_precision
Chronos,73,test,2024,52,18,0.34615384615384615,0.4472606258903945,0.23143698223784107,0.09035056843824406,0.5294117647058824,0.16666666666666666,0.5
Chronos,73,test,2025,51,18,0.35294117647058826,0.44379052836510546,0.24109904259248968,0.14878318239467186,0.44612794612794604,0.16666666666666666,0.5
Chronos+EcoFusion,73,test,2020,52,10,0.19230769230769232,0.372022304725308,0.1444766743874562,0.07571105470253538,0.669047619047619,0.3,0.5
Chronos+EcoFusion,73,test,2021,52,20,0.38461538461538464,0.8261902846549586,0.13444015591795913,0.11369180023471659,0.8796875,0.25,0.8333333333333334
Chronos+EcoFusion,73,test,2022,52,9,0.17307692307692307,0.46958149874816535,0.12578960990455998,0.1300489415580071,0.7183462532299741,0.4444444444444444,0.6666666666666666
Chronos+EcoFusion,73,test,2023,53,16,0.3018867924528302,0.5436651885638826,0.18971569994728923,0.11931476733163691,0.6824324324324325,0.25,0.6666666666666666
Chronos+EcoFusion,73,test,2024,52,18,0.34615384615384615,0.6560303004641191,0.19163070942315616,0.14311717719444242,0.7761437908496731,0.2777777777777778,0.8333333333333334
Chronos+EcoFusion,73,test,2025,51,18,0.35294117647058826,0.6299900267277614,0.19913286981954384,0.09487612976240253,0.7222222222222222,0.2777777777777778,0.8333333333333334
EcoTemporalNet,73,missing20,0,312,91,0.2916666666666667,0.6290292303858506,0.15923382626795476,0.06779914118279587,0.7864352841728407,0.2857142857142857,0.8125
EcoTemporalNet,73,noise01,0,312,91,0.2916666666666667,0.6031659187077983,0.16400820513655612,0.05137406246382715,0.7564516931032768,0.2967032967032967,0.84375
