epoch,validation_log_loss
1,0.6773036377592709
2,0.6315459832930188
3,0.5851539232323496
4,0.5598221850385084
5,0.5472122306526259
6,0.5381967475498564
7,0.5346132820702179
8,0.5280441011737266
9,0.5250500182171846
10,0.524796110130951
11,0.5242465787337252
12,0.5266837369543701
13,0.5267326966085705
14,0.5269270278650385
15,0.5264435701379685
