epoch,validation_log_loss
1,0.6572199644748566
2,0.6143561745857445
3,0.5761099417575354
4,0.5478711869452174
5,0.5341083567767759
6,0.5274345596041957
7,0.5256253478838704
8,0.5278415654098952
9,0.5268723995808697
10,0.5254795184627569
11,0.525923306718747
12,0.529213043430873
13,0.5303566315129414
14,0.5301942802590041
