sample_id,site,origin_date,label_date,y,latitude,longitude,source,last_observed_event,target_value
habsos_14d:264:-820:1954-05-31,264:-820,1954-05-31,1954-06-16,0,26.465,-81.9683,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-06-02,264:-820,1954-06-02,1954-06-16,0,26.41,-81.9617,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-06-09,264:-820,1954-06-09,1954-06-24,0,26.4583,-81.9533,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-06-10,264:-820,1954-06-10,1954-06-24,0,26.41,-81.9617,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-06-24,264:-820,1954-06-24,1954-07-09,0,26.465,-81.9683,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-09-09,264:-820,1954-09-09,1954-09-24,0,26.465,-81.9683,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-10-25,264:-820,1954-10-25,1954-11-10,0,26.41,-81.9617,NOAA_HABSOS,1,0.0
habsos_14d:262:-819:1954-11-01,262:-819,1954-11-01,1954-11-18,0,26.2667,-81.82336666666667,NOAA_HABSOS,1,0.0
habsos_14d:262:-819:1954-11-04,262:-819,1954-11-04,1954-11-18,0,26.2917,-81.8217,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-11-10,264:-820,1954-11-10,1954-11-24,1,26.4583,-81.9533,NOAA_HABSOS,0,170000.0
habsos_14d:264:-820:1954-11-24,264:-820,1954-11-24,1954-12-08,0,26.41,-81.9617,NOAA_HABSOS,1,20000.0
habsos_14d:264:-823:1954-12-08,264:-823,1954-12-08,1954-12-22,1,26.4667,-82.2333,NOAA_HABSOS,1,550000.0
habsos_14d:264:-820:1954-12-16,264:-820,1954-12-16,1955-01-02,0,26.41,-81.9617,NOAA_HABSOS,0,0.0
habsos_14d:264:-819:1954-12-17,264:-819,1954-12-17,1955-01-01,0,26.405,-81.8833,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-12-17,264:-820,1954-12-17,1955-01-02,0,26.4583,-81.9533,NOAA_HABSOS,0,0.0
habsos_14d:264:-820:1954-12-28,264:-820,1954-12-28,1955-01-12,0,26.41,-81.9617,NOAA_HABSOS,0,10000.0
habsos_14d:264:-820:1955-01-04,264:-820,1955-01-04,1955-01-20,0,26.4583,-81.9533,NOAA_HABSOS,0,0.0
habsos_14d:260:-818:1955-01-10,260:-818,1955-01-10,1955-01-26,0,26.015,-81.78,NOAA_HABSOS,1,0.0
habsos_14d:260:-819:1955-01-10,260:-819,1955-01-10,1955-01-26,1,26.0867,-81.8267,NOAA_HABSOS,1,250000.0
habsos_14d:262:-819:1955-01-10,262:-819,1955-01-10,1955-01-26,0,26.254199999999997,-81.8242,NOAA_HABSOS,1,0.0
habsos_14d:263:-820:1955-01-10,263:-820,1955-01-10,1955-01-26,0,26.395,-81.9267,NOAA_HABSOS,0,0.0
habsos_14d:263:-821:1955-01-10,263:-821,1955-01-10,1955-01-26,1,26.3033,-82.075,NOAA_HABSOS,1,550000.0
