model,seed,split,year,n,positives,prevalence,AP,Brier,ECE,ROC_AUC,top10_recall,top10_precision
Logistic,17,test,2024,1744,41,0.023509174311926607,0.35893739671018476,0.01841551482676125,0.007381481444252382,0.9506466350629448,0.8780487804878049,0.2057142857142857
Logistic,17,test,2025,2065,25,0.012106537530266344,0.11842468038931311,0.011964239823330279,0.010075065517660095,0.8661176470588235,0.72,0.08695652173913043
Logistic,17,test,2026,1786,0,0.0,,0.00032139501256811276,0.00835138691949864,,,0.0
Logistic,17,spatial_test,2020,5,0,0.0,,0.0008513660547862219,0.022766312693139588,,,0.0
Logistic,17,spatial_test,2021,339,10,0.029498525073746312,0.09083449630380527,0.029149944660128914,0.01703898924439616,0.6328267477203647,0.2,0.058823529411764705
Logistic,17,spatial_test,2022,46,1,0.021739130434782608,0.5,0.015910390810375482,0.008988482760337195,0.9777777777777777,1.0,0.2
Logistic,17,spatial_test,2023,50,3,0.06,1.0,0.03707582965000602,0.06288253816732592,1.0,1.0,0.6
Logistic,17,spatial_test,2024,442,20,0.04524886877828054,0.4738861353202725,0.02935992720180951,0.019901342853861623,0.9618483412322274,0.9,0.4
Logistic,17,spatial_test,2025,468,5,0.010683760683760684,0.5274891774891775,0.0072140240993269,0.014474304087511857,0.991792656587473,1.0,0.10638297872340426
Logistic,17,spatial_test,2026,332,0,0.0,,7.060868761703375e-05,0.006447046056866609,,,0.0
RandomForest,17,test,2020,14,3,0.21428571428571427,0.7555555555555555,0.12098563259921777,0.13950253635849377,0.9090909090909091,0.3333333333333333,0.5
RandomForest,17,test,2021,1402,101,0.07203994293865906,0.21371731919762846,0.0656752861323635,0.034750787025488256,0.7558313863669225,0.3069306930693069,0.2198581560283688
RandomForest,17,test,2022,92,6,0.06521739130434782,0.6853696741854637,0.03697389860416371,0.03824932116734575,0.9593023255813953,0.8333333333333334,0.5
RandomForest,17,test,2023,89,7,0.07865168539325842,0.489033189033189,0.05901281070216842,0.041402212602400276,0.940766550522648,0.5714285714285714,0.4444444444444444
RandomForest,17,test,2024,1744,41,0.023509174311926607,0.3141830155182649,0.019226174695211512,0.009254314063568803,0.9441158357561263,0.8292682926829268,0.19428571428571428
RandomForest,17,test,2025,2065,25,0.012106537530266344,0.12024189012163135,0.014406836553067275,0.016882054350014806,0.9357647058823529,0.68,0.0821256038647343
RandomForest,17,test,2026,1786,0,0.0,,0.0012143917520952613,0.010942496352320379,,,0.0
RandomForest,17,spatial_test,2020,5,0,0.0,,0.0026025521727251117,0.04886604264755605,,,0.0
RandomForest,17,spatial_test,2021,339,10,0.029498525073746312,0.1115278348490345,0.03298879280624,0.02830473813374659,0.6525835866261398,0.2,0.058823529411764705
RandomForest,17,spatial_test,2022,46,1,0.021739130434782608,0.3333333333333333,0.020190408270115368,0.04832648550576768,0.9555555555555556,1.0,0.2
RandomForest,17,spatial_test,2023,50,3,0.06,0.8055555555555556,0.03433816439269511,0.061452478527472265,0.9858156028368794,1.0,0.6
RandomForest,17,spatial_test,2024,442,20,0.04524886877828054,0.45799507052840427,0.0355439994102091,0.0498659968671688,0.9334123222748815,0.7,0.3111111111111111
RandomForest,17,spatial_test,2025,468,5,0.010683760683760684,0.5738704177323103,0.01022818184656723,0.03480337738049508,0.9857451403887689,1.0,0.10638297872340426
RandomForest,17,spatial_test,2026,332,0,0.0,,0.0005702159202889183,0.01257578189900362,,,0.0
HistGradientBoosting,17,test,2020,14,3,0.21428571428571427,0.7555555555555555,0.0962305012792453,0.08501447280511205,0.9090909090909091,0.3333333333333333,0.5
HistGradientBoosting,17,test,2021,1402,101,0.07203994293865906,0.23286300043853608,0.0673557833182083,0.04935510790205723,0.7735329259290263,0.31683168316831684,0.22695035460992907
HistGradientBoosting,17,test,2022,92,6,0.06521739130434782,0.6688492063492063,0.03621169125644106,0.029875571553874675,0.9670542635658915,0.8333333333333334,0.5
HistGradientBoosting,17,test,2023,89,7,0.07865168539325842,0.6416916416916417,0.056692584878962844,0.0390326424976727,0.9494773519163764,0.42857142857142855,0.3333333333333333
HistGradientBoosting,17,test,2024,1744,41,0.023509174311926607,0.3522423338048683,0.021003683158473847,0.01519182947080378,0.9430560130615986,0.7804878048780488,0.18285714285714286
HistGradientBoosting,17,test,2025,2065,25,0.012106537530266344,0.11563061752931518,0.01614751586916318,0.016346197228986913,0.9024117647058822,0.72,0.08695652173913043
HistGradientBoosting,17,test,2026,1786,0,0.0,,0.0010214768618769922,0.007817704405787211,,,0.0
HistGradientBoosting,17,spatial_test,2020,5,0,0.0,,0.001963198265029071,0.03526266119519089,,,0.0
HistGradientBoosting,17,spatial_test,2021,339,10,0.029498525073746312,0.11072583518046811,0.03104145560431493,0.02723930462516838,0.6589665653495441,0.2,0.058823529411764705
HistGradientBoosting,17,spatial_test,2022,46,1,0.021739130434782608,0.5,0.020891740432351192,0.028091120287854467,0.9777777777777777,1.0,0.2
HistGradientBoosting,17,spatial_test,2023,50,3,0.06,1.0,0.02076143605198433,0.0471752820874358,1.0,1.0,0.6
HistGradientBoosting,17,spatial_test,2024,442,20,0.04524886877828054,0.5348043255137934,0.034718215201696837,0.04023554553414608,0.9646919431279621,0.75,0.3333333333333333
HistGradientBoosting,17,spatial_test,2025,468,5,0.010683760683760684,0.682967032967033,0.008302230408493741,0.022946686951352862,0.9917926565874731,1.0,0.10638297872340426
HistGradientBoosting,17,spatial_test,2026,332,0,0.0,,0.0004886448824984645,0.005928698553360193,,,0.0
EcoTemporalNet,17,test,2020,14,3,0.21428571428571427,0.6388888888888888,0.13572700832285428,0.18218161531238874,0.9090909090909091,0.3333333333333333,0.5
EcoTemporalNet,17,test,2021,1402,101,0.07203994293865906,0.17876857223574977,0.06616144897273253,0.04425909117717167,0.7581525254754529,0.3069306930693069,0.2198581560283688
EcoTemporalNet,17,test,2022,92,6,0.06521739130434782,0.6357142857142857,0.03680168657221986,0.038929674416281916,0.9612403100775193,0.8333333333333334,0.5
EcoTemporalNet,17,test,2023,89,7,0.07865168539325842,0.7406204906204905,0.05223439165806826,0.05810277806595916,0.9686411149825783,0.7142857142857143,0.5555555555555556
EcoTemporalNet,17,test,2024,1744,41,0.023509174311926607,0.3589357997789983,0.019523669790377507,0.01083189272035018,0.9347492946450311,0.8048780487804879,0.18857142857142858
EcoTemporalNet,17,test,2025,2065,25,0.012106537530266344,0.11209805780442324,0.013030607939658751,0.01081895214693085,0.8585098039215686,0.68,0.0821256038647343
EcoTemporalNet,17,test,2026,1786,0,0.0,,0.00086544787004998,0.00713671031296722,,,0.0
EcoTemporalNet,17,spatial_test,2020,5,0,0.0,,0.0003616871177189101,0.012754630886105938,,,0.0
EcoTemporalNet,17,spatial_test,2021,339,10,0.029498525073746312,0.09843731457395276,0.030836731696715334,0.03910389854476086,0.5416413373860183,0.2,0.058823529411764705
EcoTemporalNet,17,spatial_test,2022,46,1,0.021739130434782608,0.3333333333333333,0.02029535734022965,0.036458118093463304,0.9555555555555556,1.0,0.2
EcoTemporalNet,17,spatial_test,2023,50,3,0.06,0.8055555555555556,0.03244195037307297,0.03869869805596578,0.9858156028368794,1.0,0.6
EcoTemporalNet,17,spatial_test,2024,442,20,0.04524886877828054,0.4550536739340173,0.029347051397778615,0.027341063744103875,0.9619668246445499,0.95,0.4222222222222222
EcoTemporalNet,17,spatial_test,2025,468,5,0.010683760683760684,0.6075757575757575,0.006404005006523009,0.013465356567628465,0.9952483801295897,1.0,0.10638297872340426
EcoTemporalNet,17,spatial_test,2026,332,0,0.0,,0.00030712576238435806,0.0056322292203536935,,,0.0
EcoFusion,17,test,2020,14,3,0.21428571428571427,0.5888888888888889,0.113659162863421,0.09701442916270374,0.8787878787878787,0.3333333333333333,0.5
EcoFusion,17,test,2021,1402,101,0.07203994293865906,0.22356594547300201,0.06590894580670484,0.046670383989511045,0.7753898372158506,0.33663366336633666,0.24113475177304963
EcoFusion,17,test,2022,92,6,0.06521739130434782,0.6704365079365079,0.0353420953499758,0.023227773922277782,0.9670542635658915,0.8333333333333334,0.5
EcoFusion,17,test,2023,89,7,0.07865168539325842,0.755988455988456,0.05343017790980105,0.06174281901633891,0.9721254355400697,0.7142857142857143,0.5555555555555556
EcoFusion,17,test,2024,1744,41,0.023509174311926607,0.3646398896060602,0.020025287307295483,0.012813087425898725,0.9422253412199418,0.8292682926829268,0.19428571428571428
EcoFusion,17,test,2025,2065,25,0.012106537530266344,0.11883483629295698,0.014497162411373166,0.013165376689867853,0.895,0.68,0.0821256038647343
EcoFusion,17,test,2026,1786,0,0.0,,0.0009235139871694478,0.006911547017296577,,,0.0
EcoFusion,17,spatial_test,2020,5,0,0.0,,0.0007415689070956299,0.019890859789838965,,,0.0
EcoFusion,17,spatial_test,2021,339,10,0.029498525073746312,0.10964165180224979,0.030721715042178934,0.02990895881408955,0.615501519756839,0.2,0.058823529411764705
EcoFusion,17,spatial_test,2022,46,1,0.021739130434782608,0.5,0.020737329285109077,0.05474068233050651,0.9777777777777777,1.0,0.2
EcoFusion,17,spatial_test,2023,50,3,0.06,1.0,0.02508673765427938,0.05997473276000073,1.0,1.0,0.6
EcoFusion,17,spatial_test,2024,442,20,0.04524886877828054,0.5373266811298512,0.03116792782856339,0.027991846522923833,0.967654028436019,0.9,0.4
EcoFusion,17,spatial_test,2025,468,5,0.010683760683760684,0.682967032967033,0.006927092541424416,0.018963772175416206,0.991792656587473,1.0,0.10638297872340426
EcoFusion,17,spatial_test,2026,332,0,0.0,,0.00035892009341107807,0.005185217685694926,,,0.0
EcoTemporalNet,17,missing20,0,7192,183,0.025444938820912123,0.17401884294827527,0.025991988038157245,0.028085134044821502,0.8549881612010163,0.6120218579234973,0.15555555555555556
EcoTemporalNet,17,noise01,0,7192,183,0.025444938820912123,0.20910669439381052,0.022976420260368845,0.010493097668088931,0.878442782776555,0.6666666666666666,0.16944444444444445
Seasonal,17,observed_high_temperature,0,619,0,0.0,,0.00019397421512457383,0.006129559883360311,,,0.0
Persistence,17,observed_high_temperature,0,619,0,0.0,,0.0013197056216965799,0.019295642129312448,,,0.0
Logistic,17,observed_high_temperature,0,619,0,0.0,,0.0007802147338849089,0.013245241413406009,,,0.0
RandomForest,17,observed_high_temperature,0,619,0,0.0,,0.0020714086745624604,0.013205111829208686,,,0.0
HistGradientBoosting,17,observed_high_temperature,0,619,0,0.0,,0.004462183320967183,0.014117601558561059,,,0.0
EcoTemporalNet,17,observed_high_temperature,0,619,0,0.0,,0.0013310489118510042,0.011328652105425122,,,0.0
EcoFusion,17,observed_high_temperature,0,619,0,0.0,,0.002795230780595898,0.012124789836074703,,,0.0
Seasonal,42,test,2020,14,3,0.21428571428571427,0.21428571428571427,0.20637441784696994,0.19495402254940644,0.5,0.3333333333333333,0.5
Seasonal,42,test,2021,1402,101,0.07203994293865906,0.06175413748901133,0.07182991376413686,0.06724960858146141,0.42980266512431414,0.0594059405940594,0.0425531914893617
Seasonal,42,test,2022,92,6,0.06521739130434782,0.3333333333333333,0.06290119217852347,0.05717879689170177,0.8895348837209303,0.16666666666666666,0.1
Seasonal,42,test,2023,89,7,0.07865168539325842,0.14285714285714285,0.07939653755109768,0.08048317636563762,0.5182926829268293,0.0,0.0
Seasonal,42,test,2024,1744,41,0.023509174311926607,0.06153384557711932,0.023281870294139133,0.015653067755471765,0.7986408490039099,0.14634146341463414,0.03428571428571429
Seasonal,42,test,2025,2065,25,0.012106537530266344,0.0705023189543624,0.0117762324232507,0.0055388846577394905,0.8986666666666666,0.48,0.057971014492753624
Seasonal,42,test,2026,1786,0,0.0,,0.0001312287952708487,0.005956330853514958,,,0.0
Seasonal,42,spatial_test,2020,5,0,0.0,,0.0003737143053876337,0.01933169173630784,,,0.0
Seasonal,42,spatial_test,2021,339,10,0.029498525073746312,0.02528902117153449,0.029811320857547292,0.023960162902385895,0.16656534954407295,0.0,0.0
Seasonal,42,spatial_test,2022,46,1,0.021739130434782608,0.125,0.02143824504004622,0.01674939556580319,0.8666666666666667,0.0,0.0
Seasonal,42,spatial_test,2023,50,3,0.06,0.125,0.06171377576902163,0.07066962081899947,0.5638297872340425,0.0,0.0
Seasonal,42,spatial_test,2024,442,20,0.04524886877828054,0.1739701622217445,0.03900488063156168,0.01478252058771108,0.861196682464455,0.2,0.08888888888888889
Seasonal,42,spatial_test,2025,468,5,0.010683760683760684,0.058823529411764705,0.010987367688325539,0.008955415195542627,0.8768898488120951,0.4,0.0425531914893617
Seasonal,42,spatial_test,2026,332,0,0.0,,0.00011152063026546429,0.005343575243859521,,,0.0
Persistence,42,test,2020,14,3,0.21428571428571427,0.5158730158730158,0.11922529923746063,0.08052023346914099,0.7878787878787877,0.3333333333333333,0.5
Persistence,42,test,2021,1402,101,0.07203994293865906,0.14333523223934375,0.07088763635096632,0.056465023532374495,0.6382942291154557,0.3465346534653465,0.24822695035460993
Persistence,42,test,2022,92,6,0.06521739130434782,0.4076086956521739,0.04148212061313788,0.02409283230553657,0.7441860465116279,0.5,0.3
Persistence,42,test,2023,89,7,0.07865168539325842,0.3020866773675762,0.0572307971294735,0.030638199828223397,0.7020905923344948,0.8571428571428571,0.6666666666666666
Persistence,42,test,2024,1744,41,0.023509174311926607,0.12638453792794807,0.02127497987679279,0.0039858112017693665,0.6404694728098191,0.2926829268292683,0.06857142857142857
Persistence,42,test,2025,2065,25,0.012106537530266344,0.05132540267396569,0.015289193400575064,0.01751855665862364,0.6304411764705882,0.88,0.10628019323671498
Persistence,42,test,2026,1786,0,0.0,,0.001184572458872872,0.019061627867744114,,,0.0
Persistence,42,spatial_test,2020,5,0,0.0,,0.00030776503971275315,0.017543233445199105,,,0.0
Persistence,42,spatial_test,2021,339,10,0.029498525073746312,0.05996245642263342,0.032534328731534695,0.018893422899515518,0.586322188449848,0.2,0.058823529411764705
Persistence,42,spatial_test,2022,46,1,0.021739130434782608,0.021739130434782608,0.03490134663444298,0.02930272110364775,0.4777777777777778,0.0,0.0
Persistence,42,spatial_test,2023,50,3,0.06,0.75,0.01817376730823887,0.03134667707532089,0.9893617021276595,1.0,0.6
Persistence,42,spatial_test,2024,442,20,0.04524886877828054,0.14417420814479637,0.040581417916135815,0.02145973323800372,0.6381516587677726,0.3,0.13333333333333333
Persistence,42,spatial_test,2025,468,5,0.010683760683760684,0.2614163614163614,0.008347752240604831,0.014971851851463111,0.7956803455723542,0.8,0.0851063829787234
Persistence,42,spatial_test,2026,332,0,0.0,,0.00030776503971275315,0.0175432334451991,,,0.0
Logistic,42,test,2020,14,3,0.21428571428571427,0.5888888888888889,0.14949761534776912,0.20404885982437213,0.8787878787878787,0.3333333333333333,0.5
Logistic,42,test,2021,1402,101,0.07203994293865906,0.18319725617957577,0.06485474656429664,0.03174885542234717,0.7693548755336718,0.3069306930693069,0.2198581560283688
Logistic,42,test,2022,92,6,0.06521739130434782,0.7695378151260504,0.04128860129960759,0.03475613989372814,0.9709302325581395,0.8333333333333334,0.5
Logistic,42,test,2023,89,7,0.07865168539325842,0.638126159554731,0.06493283618610905,0.054412094372002284,0.9634146341463414,0.5714285714285714,0.4444444444444444
Logistic,42,test,2024,1744,41,0.023509174311926607,0.35893739671018476,0.01841551482676125,0.007381481444252382,0.9506466350629448,0.8780487804878049,0.2057142857142857
Logistic,42,test,2025,2065,25,0.012106537530266344,0.11842468038931311,0.011964239823330279,0.010075065517660095,0.8661176470588235,0.72,0.08695652173913043
Logistic,42,test,2026,1786,0,0.0,,0.00032139501256811276,0.00835138691949864,,,0.0
Logistic,42,spatial_test,2020,5,0,0.0,,0.0008513660547862219,0.022766312693139588,,,0.0
Logistic,42,spatial_test,2021,339,10,0.029498525073746312,0.09083449630380527,0.029149944660128914,0.01703898924439616,0.6328267477203647,0.2,0.058823529411764705
Logistic,42,spatial_test,2022,46,1,0.021739130434782608,0.5,0.015910390810375482,0.008988482760337195,0.9777777777777777,1.0,0.2
Logistic,42,spatial_test,2023,50,3,0.06,1.0,0.03707582965000602,0.06288253816732592,1.0,1.0,0.6
Logistic,42,spatial_test,2024,442,20,0.04524886877828054,0.4738861353202725,0.02935992720180951,0.019901342853861623,0.9618483412322274,0.9,0.4
Logistic,42,spatial_test,2025,468,5,0.010683760683760684,0.5274891774891775,0.0072140240993269,0.014474304087511857,0.991792656587473,1.0,0.10638297872340426
Logistic,42,spatial_test,2026,332,0,0.0,,7.060868761703375e-05,0.006447046056866609,,,0.0
RandomForest,42,test,2020,14,3,0.21428571428571427,0.7555555555555555,0.11775620583943457,0.2014141045424249,0.9090909090909091,0.3333333333333333,0.5
RandomForest,42,test,2021,1402,101,0.07203994293865906,0.2485778079414839,0.06511738003367672,0.037738024593842054,0.7538374898212343,0.31683168316831684,0.22695035460992907
RandomForest,42,test,2022,92,6,0.06521739130434782,0.6327380952380952,0.03856034622259803,0.041103646255146634,0.9593023255813953,0.8333333333333334,0.5
RandomForest,42,test,2023,89,7,0.07865168539325842,0.4594714809000523,0.05594618436012131,0.041427732869458334,0.9355400696864111,0.5714285714285714,0.4444444444444444
RandomForest,42,test,2024,1744,41,0.023509174311926607,0.3254029955337187,0.019115635144974837,0.010672382057696304,0.944044226114604,0.8536585365853658,0.2
RandomForest,42,test,2025,2065,25,0.012106537530266344,0.11171757387223902,0.015149374976403977,0.018115383071526613,0.9256078431372547,0.68,0.0821256038647343
RandomForest,42,test,2026,1786,0,0.0,,0.0011827612150847662,0.010863648292573703,,,0.0
RandomForest,42,spatial_test,2020,5,0,0.0,,0.0028083343553329198,0.0502251302391314,,,0.0
RandomForest,42,spatial_test,2021,339,10,0.029498525073746312,0.09182338722735785,0.0346920591814984,0.03200438254267665,0.6237082066869302,0.2,0.058823529411764705
RandomForest,42,spatial_test,2022,46,1,0.021739130434782608,0.5,0.020379162985387955,0.036382483734947076,0.9777777777777777,1.0,0.2
RandomForest,42,spatial_test,2023,50,3,0.06,0.9166666666666665,0.03298194466841281,0.06240850770194845,0.9929078014184397,1.0,0.6
RandomForest,42,spatial_test,2024,442,20,0.04524886877828054,0.4986729522418485,0.033871474369461585,0.05314333062886275,0.9390995260663507,0.7,0.3111111111111111
RandomForest,42,spatial_test,2025,468,5,0.010683760683760684,0.6670940170940172,0.009866893358567906,0.03479794963217744,0.9900647948164147,1.0,0.10638297872340426
RandomForest,42,spatial_test,2026,332,0,0.0,,0.000556949612624524,0.012606411516223957,,,0.0
HistGradientBoosting,42,test,2020,14,3,0.21428571428571427,0.7555555555555555,0.0962305012792453,0.08501447280511205,0.9090909090909091,0.3333333333333333,0.5
HistGradientBoosting,42,test,2021,1402,101,0.07203994293865906,0.23286300043853608,0.0673557833182083,0.04935510790205723,0.7735329259290263,0.31683168316831684,0.22695035460992907
HistGradientBoosting,42,test,2022,92,6,0.06521739130434782,0.6688492063492063,0.03621169125644106,0.029875571553874675,0.9670542635658915,0.8333333333333334,0.5
HistGradientBoosting,42,test,2023,89,7,0.07865168539325842,0.6416916416916417,0.056692584878962844,0.0390326424976727,0.9494773519163764,0.42857142857142855,0.3333333333333333
HistGradientBoosting,42,test,2024,1744,41,0.023509174311926607,0.3522423338048683,0.021003683158473847,0.01519182947080378,0.9430560130615986,0.7804878048780488,0.18285714285714286
HistGradientBoosting,42,test,2025,2065,25,0.012106537530266344,0.11563061752931518,0.01614751586916318,0.016346197228986913,0.9024117647058822,0.72,0.08695652173913043
HistGradientBoosting,42,test,2026,1786,0,0.0,,0.0010214768618769922,0.007817704405787211,,,0.0
HistGradientBoosting,42,spatial_test,2020,5,0,0.0,,0.001963198265029071,0.03526266119519089,,,0.0
HistGradientBoosting,42,spatial_test,2021,339,10,0.029498525073746312,0.11072583518046811,0.03104145560431493,0.02723930462516838,0.6589665653495441,0.2,0.058823529411764705
HistGradientBoosting,42,spatial_test,2022,46,1,0.021739130434782608,0.5,0.020891740432351192,0.028091120287854467,0.9777777777777777,1.0,0.2
HistGradientBoosting,42,spatial_test,2023,50,3,0.06,1.0,0.02076143605198433,0.0471752820874358,1.0,1.0,0.6
HistGradientBoosting,42,spatial_test,2024,442,20,0.04524886877828054,0.5348043255137934,0.034718215201696837,0.04023554553414608,0.9646919431279621,0.75,0.3333333333333333
HistGradientBoosting,42,spatial_test,2025,468,5,0.010683760683760684,0.682967032967033,0.008302230408493741,0.022946686951352862,0.9917926565874731,1.0,0.10638297872340426
HistGradientBoosting,42,spatial_test,2026,332,0,0.0,,0.0004886448824984645,0.005928698553360193,,,0.0
EcoTemporalNet,42,test,2020,14,3,0.21428571428571427,0.6388888888888888,0.14644818445700408,0.19012446744338274,0.9090909090909091,0.3333333333333333,0.5
EcoTemporalNet,42,test,2021,1402,101,0.07203994293865906,0.18898306742483623,0.06718622380765649,0.05056575096378158,0.755466092343285,0.36633663366336633,0.2624113475177305
EcoTemporalNet,42,test,2022,92,6,0.06521739130434782,0.7134920634920635,0.038020573372461175,0.040389587466202026,0.9612403100775193,0.8333333333333334,0.5
EcoTemporalNet,42,test,2023,89,7,0.07865168539325842,0.5421245421245422,0.054110143268225754,0.05064867847898086,0.951219512195122,0.5714285714285714,0.4444444444444444
EcoTemporalNet,42,test,2024,1744,41,0.023509174311926607,0.3587117655378335,0.019146736601345644,0.010170714407976058,0.9221030319522221,0.8048780487804879,0.18857142857142858
EcoTemporalNet,42,test,2025,2065,25,0.012106537530266344,0.10209716053447256,0.013332784807014237,0.009794262073580856,0.8338235294117647,0.68,0.0821256038647343
EcoTemporalNet,42,test,2026,1786,0,0.0,,0.000526612449492062,0.00614782479034802,,,0.0
EcoTemporalNet,42,spatial_test,2020,5,0,0.0,,0.00020152244266732474,0.0101279708679898,,,0.0
EcoTemporalNet,42,spatial_test,2021,339,10,0.029498525073746312,0.11556149111001648,0.030759715265842542,0.030212985235451264,0.5231003039513678,0.2,0.058823529411764705
EcoTemporalNet,42,spatial_test,2022,46,1,0.021739130434782608,0.5,0.016630077828793475,0.022287712709948112,0.9777777777777777,1.0,0.2
EcoTemporalNet,42,spatial_test,2023,50,3,0.06,0.7555555555555555,0.03246985080577109,0.033632264536886364,0.9787234042553192,1.0,0.6
EcoTemporalNet,42,spatial_test,2024,442,20,0.04524886877828054,0.45412270920125436,0.029975436457611054,0.024927189205733523,0.9646919431279621,0.95,0.4222222222222222
EcoTemporalNet,42,spatial_test,2025,468,5,0.010683760683760684,0.6745421245421246,0.0064026478145177744,0.012993357616245472,0.9943844492440606,1.0,0.10638297872340426
EcoTemporalNet,42,spatial_test,2026,332,0,0.0,,0.00020253965946457418,0.005090374065659406,,,0.0
EcoFusion,42,test,2020,14,3,0.21428571428571427,0.5888888888888889,0.11941232810939466,0.1042142384330726,0.8787878787878787,0.3333333333333333,0.5
EcoFusion,42,test,2021,1402,101,0.07203994293865906,0.21739567365853807,0.06684375020797854,0.04966522574484394,0.7754887710139191,0.3564356435643564,0.2553191489361702
EcoFusion,42,test,2022,92,6,0.06521739130434782,0.7384920634920634,0.03547578054006851,0.033854031542608506,0.9631782945736433,0.8333333333333334,0.5
EcoFusion,42,test,2023,89,7,0.07865168539325842,0.7053571428571428,0.05430451181755544,0.05506967292875789,0.9581881533101045,0.5714285714285714,0.4444444444444444
EcoFusion,42,test,2024,1744,41,0.023509174311926607,0.3538731049980384,0.019820642355444146,0.012922903852125871,0.934477178007247,0.8048780487804879,0.18857142857142858
