epoch,validation_log_loss
1,0.26479112371810243
2,0.25096352964500607
3,0.24223776085905296
4,0.24431415547704172
5,0.24841017775128899
6,0.23879810797077347
7,0.2420617499583443
8,0.24394233037768473
9,0.24193351448501169
10,0.2435921024608185
