sample_date,samples,regions,target_hab_events,target_hab_share,a_tamarense_peak_cells_l,d_acuta_peak_cells_l,mean_sst_c,mean_salinity_psu
2010-10-05,1,1,0,0.0,0,0,13.1662539857807,31.8567550543583
2010-10-11,8,8,0,0.0,0,40,12.515982271386324,32.29824393697271
2010-10-17,1,1,0,0.0,0,0,12.2706068479098,32.3385911599184
2010-10-18,5,5,0,0.0,0,40,11.803400310554881,32.392178824222434
2010-10-25,6,6,0,0.0,0,80,10.531962081463467,32.40051252520415
2011-02-28,4,4,0,0.0,0,40,3.7423659404285576,33.27253685243575
2011-03-07,5,5,0,0.0,40,0,3.619873269479038,33.325493252295544
2011-03-14,7,7,0,0.0,0,0,3.8711694187450547,33.47559640160543
2011-03-21,8,8,0,0.0,0,0,3.933734888526805,33.53267429013908
2011-03-22,2,2,0,0.0,0,0,4.658093575447325,34.03011394682385
2011-03-28,10,10,0,0.0,0,0,4.1722766491746714,33.756320593134106
2011-04-04,11,11,0,0.0,40,0,4.386222576580128,33.5901748411486
2011-04-11,11,11,0,0.0,40,0,5.165300708492068,33.13857109323468
2011-04-12,1,1,0,0.0,0,0,5.28809656415667,34.4591914585658
2011-04-25,3,3,0,0.0,0,0,7.482088249524433,32.50730622609456
2011-04-26,9,9,0,0.0,40,0,7.901751878784593,31.686625726024122
2011-05-02,11,11,0,0.0,40,0,8.23279141480247,32.803462444339644
2011-05-03,1,1,0,0.0,0,0,5.98160927636283,34.4110804966518
2011-05-05,3,3,0,0.0,0,0,10.712299723233,24.979328384647133
2011-05-06,1,1,0,0.0,80,0,6.99192434549332,34.0516748428345
2011-05-08,1,1,0,0.0,0,0,7.00386789441109,34.0649929046631
2011-05-09,14,14,1,0.07142857142857142,640,40,9.384747451900685,30.65390949495637
2011-05-11,1,1,0,0.0,0,0,13.2516239881516,29.3101439476013
2011-05-16,14,14,1,0.07142857142857142,560,0,10.482626846916192,29.645672052123814
2011-05-22,2,2,0,0.0,0,0,9.984746494293216,31.33261416912075
2011-05-23,12,12,0,0.0,0,0,10.278241534146025,30.92963781785731
2011-05-24,1,1,0,0.0,0,0,8.41281264168876,34.3249097551618
2011-05-26,1,1,0,0.0,0,0,11.9675418138504,27.9286189079285
2011-05-30,14,14,0,0.0,180,0,10.332957824722085,31.480552258924853
2011-05-31,3,3,0,0.0,0,0,11.912173572536133,27.190713720362936
2011-06-06,15,15,0,0.0,0,0,11.953994128375008,30.276278817809434
2011-06-07,2,2,0,0.0,0,0,10.18019601927865,33.2067841593424
2011-06-13,1,1,0,0.0,80,0,13.0734224808522,32.4280116741474
2011-06-14,15,15,0,0.0,40,40,12.407671079820716,30.79551402326568
2011-06-19,1,1,0,0.0,160,0,13.5048499703407,33.7137832641602
2011-06-20,16,16,0,0.0,80,40,13.675960142472631,30.844457961478074
2011-06-27,17,17,0,0.0,160,40,13.597351059070242,31.08856621154386
2011-06-28,1,1,0,0.0,120,0,11.6487039838518,33.8226754324777
2011-07-04,16,16,0,0.0,160,200,13.2667069418275,31.560021689730092
2011-07-05,1,1,0,0.0,0,0,18.3891814549764,29.8540439605713
2011-07-10,1,1,0,0.0,160,0,11.548911511898,33.9641003608704
2011-07-11,11,11,1,0.09090909090909091,600,200,14.256310934548127,31.45435589956941
2011-07-12,3,3,0,0.0,0,40,17.830373805515332,28.00169504014273
2011-07-14,1,1,0,0.0,0,0,15.9454513549805,31.665818977356
2011-07-17,2,2,1,0.5,240,0,12.37839844822885,33.5170793533325
2011-07-18,15,15,0,0.0,160,0,15.178636105364346,30.2839463902731
2011-07-19,1,1,0,0.0,0,0,11.4059111731393,33.8253299168178
2011-07-24,1,1,0,0.0,0,0,18.4576820026745,25.0335852883079
2011-07-25,16,16,1,0.0625,2600,0,14.2184621736678,31.23019482822447
2011-07-26,1,1,0,0.0,0,0,17.7702266375224,26.8129032452901
2011-07-31,1,1,0,0.0,0,0,14.324915714753,32.1935564676921
2011-08-01,14,14,0,0.0,200,0,16.597732019693773,30.26100053262817
2011-08-02,2,2,0,0.0,0,0,17.1972983678182,30.218304906572598
2011-08-08,17,17,0,0.0,40,40,15.088456108931917,30.7097128031356
2011-08-09,1,1,0,0.0,0,0,18.7818185488383,26.8284816741943
2011-08-15,13,13,1,0.07692307692307693,280,40,14.411717178596378,31.327163074099644
2011-08-16,5,5,0,0.0,0,40,16.398808632536877,28.572063278677142
2011-08-21,1,1,1,1.0,440,0,9.99872940778733,33.9628882408142
2011-08-22,13,13,2,0.15384615384615385,40,280,15.7882246052636,30.09067687269981
2011-08-23,3,3,0,0.0,0,0,14.613742575266999,31.5811057662964
2011-08-28,1,1,1,1.0,560,0,11.2272034287453,33.7196545600891
2011-08-29,14,14,1,0.07142857142857142,80,560,15.280936744394399,30.685448622294416
2011-08-30,1,1,0,0.0,0,0,11.3582530702863,33.7862962995257
2011-08-31,1,1,1,1.0,0,800,17.2477954455784,26.9283343723842
2011-09-05,16,16,4,0.25,440,640,15.191713610498649,30.911213409361707
2011-09-12,12,12,2,0.16666666666666666,2160,560,14.352260814704868,31.662477665955723
2011-09-13,3,3,2,0.6666666666666666,240,440,14.224903869766534,31.78004994743313
2011-09-19,14,14,2,0.14285714285714285,400,280,13.655688138821736,31.888946925253613
2011-09-20,2,2,0,0.0,0,40,14.128742027282701,32.73417081832885
2011-09-26,14,14,1,0.07142857142857142,320,40,13.588817962795732,31.949471154407053
2011-09-27,2,2,0,0.0,80,0,10.5220899554661,33.69692102159775
2011-09-29,1,1,1,1.0,0,9632,14.5177220702171,31.1056088209152
2011-09-30,1,1,0,0.0,0,0,14.6755819320679,32.0977075364855
2011-10-03,14,14,1,0.07142857142857142,0,280,13.19784155608494,32.273138796763824
2011-10-04,2,2,0,0.0,0,0,13.3346314430237,32.8695882797241
2011-10-10,13,13,0,0.0,0,120,13.178215912731684,32.19300532180152
2011-10-17,11,11,0,0.0,0,40,12.661164517751837,32.37462045007867
2011-10-23,1,1,0,0.0,0,0,12.2471895217896,33.3104513119429
2011-10-24,8,8,0,0.0,0,0,12.02594584146965,31.98393621530711
2011-10-31,2,2,0,0.0,0,0,11.8720337200165,32.575880451202394
2011-11-07,1,1,0,0.0,0,0,11.3655317687988,32.8001635742187
2012-02-26,1,1,0,0.0,0,0,6.42502547533084,34.2054210565029
2012-02-27,4,4,0,0.0,0,0,4.130750965349603,32.14057214267323
2012-03-04,1,1,0,0.0,0,0,5.73864302268395,33.8679664807442
2012-03-05,7,7,0,0.0,0,0,4.130583581050704,31.4384934528369
2012-03-12,11,11,0,0.0,40,0,4.748227475819362,32.106224173340365
2012-03-13,1,1,0,0.0,0,0,5.99183644670429,33.366944399747
2012-03-18,1,1,0,0.0,0,0,5.95173432276799,33.782169342041
2012-03-19,9,9,0,0.0,0,0,4.822718699025063,31.929836847659438
2012-03-20,3,3,0,0.0,40,0,5.68862073052497,33.509078644570835
2012-03-21,1,1,0,0.0,0,0,5.24902534484863,34.0126152038574
2012-03-25,1,1,0,0.0,0,0,6.49360429323637,33.6731329697829
2012-03-26,12,12,0,0.0,0,0,5.788768301864206,32.32415776302288
2012-03-27,1,1,0,0.0,0,0,6.34485844203404,34.5619196210589
2012-04-06,1,1,0,0.0,0,0,5.25393789768219,34.1074532318115
2012-04-09,3,3,0,0.0,0,0,5.958747071893806,34.1616074570224
2012-04-10,11,11,0,0.0,80,0,6.033681310663446,32.693457565653546
2012-04-16,13,13,0,0.0,80,0,6.623575204637218,32.326692497001694
2012-04-17,2,2,0,0.0,200,0,6.347808940070015,32.29193952253885
2012-04-22,1,1,0,0.0,200,0,7.24083685263609,34.0737043527456
2012-04-23,13,13,0,0.0,120,0,6.849234436760733,31.757686029514762
2012-04-24,1,1,0,0.0,0,0,5.14818487167358,33.9018408203125
2012-04-29,1,1,0,0.0,0,0,7.38382360262749,33.5725021362305
2012-04-30,10,10,0,0.0,120,0,7.242568953501714,30.709119859472498
2012-05-03,2,2,0,0.0,0,0,9.063335993460246,27.6588745883533
2012-05-06,2,2,0,0.0,40,0,6.496432571839065,33.99612769408105
2012-05-07,14,14,0,0.0,80,0,7.5117730794511255,30.849788446768464
2012-05-08,1,1,0,0.0,0,0,8.88671505451202,28.5911599397659
2012-05-13,1,1,0,0.0,0,0,6.70684683322907,34.201901435852
2012-05-14,14,14,0,0.0,80,0,7.979042999736701,31.11760470623627
2012-05-15,1,1,0,0.0,0,0,9.88366907293147,23.8146726434881
2012-05-20,1,1,1,1.0,320,0,7.42307949066162,34.0807440280914
2012-05-21,14,14,0,0.0,40,0,9.456866249110382,29.84010808207749
2012-05-22,1,1,0,0.0,0,0,6.58597714560373,34.1862160818917
2012-05-28,2,2,0,0.0,80,0,7.46034869432449,33.99319637775425
2012-05-29,12,12,0,0.0,0,0,11.390375178550007,29.428038853800473
2012-06-03,2,2,0,0.0,0,0,8.22890710219359,33.91804580810745
2012-06-04,13,13,1,0.07692307692307693,1520,80,10.793833465484084,29.594530623612552
2012-06-05,1,1,0,0.0,0,0,7.70839180265154,34.1952798025949
2012-06-10,2,2,0,0.0,0,0,10.055980514257374,33.756290215712355
2012-06-11,14,14,0,0.0,40,0,12.121752978419309,29.735379062500517
2012-06-17,1,1,0,0.0,0,0,9.91610616445541,33.9432053565979
2012-06-18,13,13,0,0.0,160,0,11.905714411185814,31.17880726210253
2012-06-19,3,3,0,0.0,0,0,13.001536690053468,28.482091948583534
2012-06-24,1,1,0,0.0,0,0,11.9886839695466,33.6953819470528
2012-06-25,14,14,0,0.0,0,0,13.26993483858682,30.153941912223974
2012-06-26,1,1,1,1.0,920,0,9.83052730560303,33.9939161028181
2012-07-01,1,1,0,0.0,0,0,12.7173462403126,32.7925216479179
2012-07-02,15,15,3,0.2,3600,0,13.472188651570447,30.242789179292306
2012-07-03,1,1,0,0.0,0,0,10.4133088874817,33.7516519165039
2012-07-08,1,1,0,0.0,0,0,15.7911919569358,31.6795363303943
2012-07-09,13,13,1,0.07692307692307693,520,0,14.641235083289597,30.015568217912577
2012-07-10,1,1,0,0.0,0,0,17.6907900571823,27.8413860797882
2012-07-16,15,15,2,0.13333333333333333,2880,0,14.40889463199714,29.676742128529895
2012-07-17,1,1,1,1.0,320,0,10.8051731927054,34.1330528259277
2012-07-23,11,11,1,0.09090909090909091,360,40,13.864159111859657,30.655063896829734
2012-07-29,1,1,0,0.0,0,0,14.4708246573424,31.2964363098145
2012-07-30,14,14,1,0.07142857142857142,520,0,14.83622859885215,31.086768614974012
2012-07-31,1,1,0,0.0,0,40,16.9800307069506,27.8629419803619
2012-08-05,1,1,0,0.0,0,0,16.4224658379188,30.7655076736059
2012-08-06,13,13,0,0.0,0,20,15.640647917518432,30.87178636058401
2012-08-07,1,1,0,0.0,0,0,17.5314216273172,27.948126077652
2012-08-13,14,14,0,0.0,40,200,14.663219897537664,31.8762965710768
2012-08-14,2,2,0,0.0,0,0,18.399221454347853,28.21275496482845
2012-08-15,1,1,0,0.0,0,0,18.9511070251465,26.5108394622803
2012-08-19,1,1,0,0.0,0,0,16.6036890959128,31.3674344282884
2012-08-20,12,12,0,0.0,0,40,16.471091137381915,30.744307238393365
2012-08-21,2,2,0,0.0,0,0,15.301976490020749,29.87616705213275
2012-08-26,1,1,0,0.0,0,0,16.0066028497158,31.3044563684708
2012-08-27,13,13,1,0.07692307692307693,240,0,15.233905311568186,30.842973603898468
2012-08-28,2,2,1,0.5,280,0,14.35606161185675,30.7379471063614
2012-09-02,1,1,0,0.0,0,0,15.2858773011428,31.5868005508032
2012-09-03,13,13,1,0.07692307692307693,360,0,14.718872368164508,31.33335076478971
2012-09-04,1,1,0,0.0,0,0,17.2775520937783,27.8633704526084
2012-09-10,13,13,0,0.0,0,0,14.334950265469315,31.085777685221448
2012-09-11,2,2,1,0.5,1480,0,12.3249088014875,33.60784694126675
2012-09-16,1,1,0,0.0,0,0,13.9331704164163,32.0305756299924
2012-09-17,12,12,1,0.08333333333333333,280,0,13.338622119351902,31.8774605440646
2012-09-18,1,1,0,0.0,0,0,13.8585955619812,32.4565776824951
2012-09-19,1,1,0,0.0,0,0,14.0441652536392,30.5703874826431
2012-09-23,1,1,0,0.0,0,0,12.735071842487,32.2226864741399
2012-09-24,10,10,0,0.0,0,0,12.776281922131236,31.337723558010993
2012-09-25,1,1,0,0.0,40,0,10.4705555779593,33.764157976423
2012-09-27,3,3,0,0.0,0,0,11.906092955271399,33.248648732503234
2012-09-30,1,1,0,0.0,0,0,13.1577994823456,31.1982188224792
2012-10-01,12,12,0,0.0,120,0,12.45751863018316,32.07689035738135
2012-10-02,2,2,0,0.0,0,0,12.82227239608765,31.07587871551515
2012-10-05,1,1,0,0.0,0,0,12.9978437423706,28.9803019436923
2012-10-08,11,11,0,0.0,0,0,12.454545588154001,31.467941263776957
2012-10-12,2,2,0,0.0,0,0,12.1772741001922,29.105646577748352
2012-10-14,1,1,0,0.0,0,0,11.8994817000169,32.43682714609
2012-10-15,9,9,0,0.0,0,0,11.6204304249745,31.425862678052585
2012-10-19,1,1,0,0.0,0,0,12.0673374789102,30.2014551843916
2012-10-21,1,1,0,0.0,0,0,11.7561880747477,32.1352540040627
2012-10-22,8,8,0,0.0,0,0,11.64048992136385,30.8498359959793
2012-10-27,1,1,0,0.0,0,0,10.2215609550476,30.395320892334
2012-10-28,1,1,0,0.0,0,0,10.6934517346896,32.4084361149715
2012-10-29,8,8,0,0.0,0,0,10.32924698707903,31.330100124548874
2012-11-05,2,2,0,0.0,0,20,10.081206536293049,32.0281546020508
2013-02-25,4,4,0,0.0,0,0,2.7890664184635328,31.81047705390235
2013-03-03,1,1,0,0.0,0,0,4.25613206472152,33.5602944202912
2013-03-04,4,4,0,0.0,0,0,3.473635434550468,32.400359242757176
2013-03-11,6,6,0,0.0,0,0,2.5214210275883784,31.9497776950297
2013-03-17,1,1,0,0.0,0,0,3.76690550339528,33.5434976235414
2013-03-18,7,7,0,0.0,0,0,2.6385412522686593,32.19872642742776
2013-04-01,4,4,0,0.0,0,0,4.209411974391365,33.0753218339966
2013-04-02,8,8,0,0.0,0,0,3.465746501840296,32.65164436726344
2013-04-08,12,12,0,0.0,0,0,4.111633765362416,32.58106624332381
2013-04-09,1,1,0,0.0,0,0,3.98391280855451,33.977723802839
2013-04-13,1,1,0,0.0,0,0,5.18524084335718,33.0790759355594
2013-04-15,9,9,0,0.0,40,0,4.552876010452954,32.2629265865187
2013-04-16,1,1,0,0.0,0,0,4.17813301086426,33.3462257385254
2013-04-21,1,1,0,0.0,0,0,6.17378959900294,33.6075880588629
2013-04-22,10,10,0,0.0,40,0,5.56320970679052,31.94469892303872
2013-04-23,3,3,0,0.0,0,0,5.25361451932362,32.17369445165
2013-04-28,1,1,0,0.0,0,0,7.15670174818773,33.5895792643229
2013-04-29,11,11,0,0.0,0,0,6.031338332073748,32.063086172217965
2013-04-30,1,1,0,0.0,0,0,6.13021320104599,28.3603755405971
2013-05-03,3,3,0,0.0,0,0,6.118019509126267,26.467009792630634
2013-05-06,12,12,0,0.0,0,0,6.545136618185207,31.324458396021672
2013-05-07,1,1,0,0.0,0,0,6.97074410319328,28.5832104682922
2013-05-10,3,3,0,0.0,0,0,9.103462763438147,23.68644035732933
2013-05-12,1,1,0,0.0,0,0,8.33122370793269,33.5321259131798
2013-05-13,11,11,0,0.0,0,0,8.049120238180096,29.446567357961044
2013-05-14,1,1,0,0.0,0,0,8.65319538116455,32.942554473877
2013-05-17,3,3,0,0.0,0,0,9.267253632772537,26.9441270919073
2013-05-20,1,1,0,0.0,0,0,10.3118757590269,33.1639592097356
2013-05-21,11,11,0,0.0,0,0,10.049715898807294,30.11815376476902
2013-05-26,1,1,0,0.0,0,0,9.09679608467298,32.9626055008326
2013-05-27,10,10,0,0.0,0,0,10.633357351189568,29.95825903989537
2013-05-28,2,2,0,0.0,40,0,10.31773512278283,30.9715514438493
2013-06-03,9,9,0,0.0,80,0,11.417582050957853,32.314618233083586
2013-06-09,2,2,0,0.0,0,0,12.3266136115724,31.20873988024045
2013-06-10,8,8,0,0.0,200,0,12.048630441512389,31.799230490412015
2013-06-16,3,3,0,0.0,0,0,11.610164946659735,31.556042379744905
2013-06-17,6,6,1,0.16666666666666666,600,0,11.097231429431682,32.3483050286099
2013-06-18,1,1,0,0.0,40,0,10.1372625541687,33.6882308959961
2013-06-19,1,1,0,0.0,0,0,15.5723505020142,25.8111088275909
2013-06-23,1,1,0,0.0,0,0,14.0029006126599,32.2755340184921
2013-06-24,13,13,0,0.0,120,0,14.09609687435917,29.390771903621726
2013-07-01,14,14,1,0.07142857142857142,440,0,14.629343074582343,30.119312946757866
2013-07-07,2,2,0,0.0,0,0,15.42520547769005,29.45622982612025
2013-07-08,12,12,0,0.0,0,0,14.997464036248301,30.694951807850533
2013-07-09,1,1,0,0.0,40,0,12.5736936841692,34.131776537214
2013-07-14,2,2,0,0.0,0,0,14.432584224384751,31.557763122813597
2013-07-15,10,10,0,0.0,40,0,14.594791692820479,31.065096824992793
2013-07-16,2,2,0,0.0,40,0,15.029687472752201,31.118766205651397
2013-07-22,13,13,0,0.0,0,0,15.422387732270293,31.070937426509015
2013-07-23,2,2,1,0.5,240,0,16.15157292570385,30.6494616440364
2013-07-29,14,14,0,0.0,160,0,17.1423542203559,30.568064050348806
2013-08-04,1,1,0,0.0,0,0,16.2789082160363,32.1554620204828
2013-08-05,10,10,0,0.0,40,0,17.58017968534082,30.51305545201651
2013-08-07,1,1,0,0.0,0,0,19.4388251645224,27.854626246861
2013-08-11,1,1,0,0.0,0,0,16.67842625349,31.9861724071014
2013-08-12,11,11,0,0.0,160,0,16.78254143342028,30.83981663303646
2013-08-13,2,2,1,0.5,360,0,16.14400151797705,30.601943782397697
2013-08-18,1,1,0,0.0,0,0,15.8547375996908,32.2169227600098
2013-08-19,11,11,0,0.0,80,0,16.34673580811652,30.68933095777189
2013-08-20,1,1,1,1.0,640,0,12.7213851383754,33.7610664367676
2013-08-26,12,12,1,0.08333333333333333,240,0,17.096815800300284,30.953262109367852
